doc_id,chunk_id,은행명,상품이름,조항,조항이름,sent_idx,sentence
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제5조:0,우리은행,예 금 거 래 기 본 약 관,제5조,"(인감, 비밀번호 등의 신고)",2,② 제1항에 불구하고 거치식․적립식 예금은 비밀번호를 신고하지 않을 수 있다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제5조:0,우리은행,예 금 거 래 기 본 약 관,제5조,"(인감, 비밀번호 등의 신고)",3,"③ 거래처는 인감과 서명을 함께 신고하거나, 인감 또는 서명을 추가 신고할 수 있다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제5조:0,우리은행,예 금 거 래 기 본 약 관,제5조,"(인감, 비밀번호 등의 신고)",4,*이 약관은 금융소비자보호에 관한 법률 등 관련 법령 및 당행의 내부통제기준에 따른 절차를 거쳐 제공됩니다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제5조:0,우리은행,예 금 거 래 기 본 약 관,제5조,"(인감, 비밀번호 등의 신고)",5,"- 1 - ④ 통장을 발행하지 않는 경우, 은행은 거래처로부터 인감 또는 서명의 신고 절차를 생 략할 수 있다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제6조:0,우리은행,예 금 거 래 기 본 약 관,제6조,(입 금),0,"① 거래처는 현금이나 즉시 추심할 수 있는 수표․어음, 기타 증권(이하 “증권”이라 한 다) 등으로 입금할 수 있다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제6조:0,우리은행,예 금 거 래 기 본 약 관,제6조,(입 금),1,"② 거래처는 현금이나 증권으로 계좌송금(거래처가 개설점 이외에서 자기계좌에 입금하 거나, 제3자가 개설점 또는 다른 영업점이나, 다른 금융기관에서 거래처 계좌에 입금 하는 것)하거나, 계좌이체(다른 계좌에서 거래처계좌에 입금하는 것)할 수 있다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제6조:0,우리은행,예 금 거 래 기 본 약 관,제6조,(입 금),2,"③ 증권으로 입금할 때 입금인은 증권의 백지보충이나 배서 또는 영수기명날인 등 필요 한 절차를 밟아야 하며, 은행은 백지보충 등의 의무를 지지 않는다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제6조:0,우리은행,예 금 거 래 기 본 약 관,제6조,(입 금),3,④ 입금하는 증권이 수표나 어음일 때 은행은 소정금액란에 적힌 금액으로 처리한다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제7조:0,우리은행,예 금 거 래 기 본 약 관,제7조,(예금이 되는 시기),0,① 제6조에 따라 입금한 경우 다음 각호의 시기에 예금이 된다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제7조:0,우리은행,예 금 거 래 기 본 약 관,제7조,(예금이 되는 시기),1,1.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제7조:0,우리은행,예 금 거 래 기 본 약 관,제7조,(예금이 되는 시기),2,현금으로 입금한 경우 :
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제7조:0,우리은행,예 금 거 래 기 본 약 관,제7조,(예금이 되는 시기),3,은행이 이를 받아 확인하였을 때 2.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제7조:0,우리은행,예 금 거 래 기 본 약 관,제7조,(예금이 되는 시기),4,현금으로 계좌송금하거나 계좌이체한 경우 :
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제7조:0,우리은행,예 금 거 래 기 본 약 관,제7조,(예금이 되는 시기),5,예금원장에 입금의 기록이 된 때 3.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제7조:0,우리은행,예 금 거 래 기 본 약 관,제7조,(예금이 되는 시기),6,증권으로 입금하거나 계좌송금한 경우 :
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제7조:0,우리은행,예 금 거 래 기 본 약 관,제7조,(예금이 되는 시기),7,은행이 그 증권을 교환에 돌려 부도반환 시한이 지나고 결제를 확인한 때.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제7조:0,우리은행,예 금 거 래 기 본 약 관,제7조,(예금이 되는 시기),8,"다만, 개설점에서 지급하여야 할 증권은 그날 안에 결제를 확인한 때 ② 제1항제3호에도 불구하고 증권이 자기앞수표이고 지급제시기간 안에, 사고신고가 없 으며 결제될 것이 틀림없음을 은행이 확인하였을 때에는 예금원장에 입금의 기록이 된 때 예금이 된다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제7조:0,우리은행,예 금 거 래 기 본 약 관,제7조,(예금이 되는 시기),9,③ 은행은 특별한 사정이 없는 한 제1항 및 제2항의 확인 또는 기록처리를 신속히 하여 야 한다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제8조:0,우리은행,예 금 거 래 기 본 약 관,제8조,(증권의 부도),0,"① 제6조제1항에 따라 입금한 증권이 지급거절되었을 때는 은행은 그 금액을 예금원장에 서 뺀 뒤, 거래처(무통장입금일 때는 입금의뢰인)가 신고한 연락처로 그 사실을 알린 다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제8조:0,우리은행,예 금 거 래 기 본 약 관,제8조,(증권의 부도),1,"다만, 통화불능 등 부득이한 사유로 그 사실을 알릴 수 없는 경우에는 그러하지 아니하다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제8조:0,우리은행,예 금 거 래 기 본 약 관,제8조,(증권의 부도),2,"② 은행은 지급거절된 증권을 그 권리보전절차를 거치지 아니하고, 입금한 영업점에서 거래처(무통장입금일 때는 입금의뢰인)가 반환청구할 때 돌려준다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제8조:0,우리은행,예 금 거 래 기 본 약 관,제8조,(증권의 부도),3,"다만, 증권 발행인 이 지급거절한 날의 다음 영업일까지 증권을 입금할 예금계좌에 해당자금을 현금이나 즉시 현금으로 바꿀 수 있는 증권으로 입금했을 때는 발행인에게 돌려줄 수 있다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제8조:0,우리은행,예 금 거 래 기 본 약 관,제8조,(증권의 부도),4,*이 약관은 금융소비자보호에 관한 법률 등 관련 법령 및 당행의 내부통제기준에 따른 절차를 거쳐 제공됩니다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제8조:0,우리은행,예 금 거 래 기 본 약 관,제8조,(증권의 부도),5,- 2 -
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제9조:0,우리은행,예 금 거 래 기 본 약 관,제9조,(이 자),0,"① 이자는 원을 단위로, 약정한 예치기간 또는 제7조에 따라 예금이 된 날(자기앞수표․ 가계수표는 입금일)부터 지급일 전날까지의 기간에 대하여 은행이 정한 이율로 셈한다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제9조:0,우리은행,예 금 거 래 기 본 약 관,제9조,(이 자),1,"② 은행은 예금종류별 예금이율표를 영업점 및 인터넷 홈페이지에 비치․게시하고, 이율 을 바꾼 때는 그 바꾼 내용을 영업점 및 인터넷 홈페이지에 1개월 동안 게시한다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제9조:0,우리은행,예 금 거 래 기 본 약 관,제9조,(이 자),2,"③ 제2항에 따라 이율을 바꾼 때에는, 입출금이 자유로운 예금은 바꾼 날로부터 바꾼 이율을 적용하며, 거치식․적립식 예금은 계약당시의 이율을 적용함을 원칙으로 하되, 변동금리가 적용되는 예금은 바꾼 날로부터 바꾼 이율을 적용한다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제9조:0,우리은행,예 금 거 래 기 본 약 관,제9조,(이 자),3,"④ 변동이율을 적용하는 거치식․적립식 예금은 최초 거래시 이율적용방법을 통장, 전산 통신기기 등으로 표시하며, 변동이율을 적용하는 적립식예금은 이율을 바꾼 때마다 바뀐 이율을 통장에 기록하거나 전산통신기기 등으로 안내한다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제9조:0,우리은행,예 금 거 래 기 본 약 관,제9조,(이 자),4,⑤ 거래처가 실제 받는 이자는 제1항에 따라 셈한 이자에서 소득세법 등 관계법령에 따 라 원천징수한 세액을 뺀 금액이다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제9조:0,우리은행,예 금 거 래 기 본 약 관,제9조,(이 자),5,제9조의2(휴면예금 및 출연) ① 은행은 예금이 다음 각 호에 해당할 때에는 예금채권의 소멸시효가 완성된 것(이하 “휴면예금”이라 한다)으로 본다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제9조:0,우리은행,예 금 거 래 기 본 약 관,제9조,(이 자),6,1.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제9조:0,우리은행,예 금 거 래 기 본 약 관,제9조,(이 자),7,입출금이 자유로운 예금은 이자지급을 포함한 최종거래일로부터 5년 이상 경과한 예금 2.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제9조:0,우리은행,예 금 거 래 기 본 약 관,제9조,(이 자),8,"거치식, 적립식 예금은 만기일 또는 이자지급을 포함한 최종거래일로부터 5년 이 상 경과한 예금 ② 제1항에 따른 휴면예금은 「서민의 금융생활 지원에 관한 법률」 제40조 따라 “서민금 융진흥원”으로 출연될 수 있으며, 원권리자는 출연된 휴면예금을 동법 제45조에 따라 지급청구 할 수 있습니다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제9조:0,우리은행,예 금 거 래 기 본 약 관,제9조,(이 자),9,"③ 예금계약은 예금이 제1항 각호에 따라 휴면예금에 해당하게 된 시점에 자동 종료하 며, 해당 계좌는 더 이상 이용이 불가하다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제9조:0,우리은행,예 금 거 래 기 본 약 관,제9조,(이 자),10,잔액이 0원으로 된 예금이 제1항 각호에 해당하게 된 경우도 같다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제10조:0,우리은행,예 금 거 래 기 본 약 관,제10조,(지급․해지청구),0,"① 거래처가 예금․이자를 찾거나 예금계약을 해지하고자 할 때에는 신고한 비밀번호 등 필요사항을 기재하거나 PIN-Pad기에 입력하고, 거래인감을 날인하거나 서명감과 일 치되게 서명한 지급 또는 해지청구서를 제출하여야 한다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제10조:0,우리은행,예 금 거 래 기 본 약 관,제10조,(지급․해지청구),1,"② 거래처가 무통장으로 거래하고 실명확인증표 등에 의해 본인확인된 경우, 은행이 정 하는 바에 따라 제①항에 따른 절차의 전부 또는 일부를 생략할 수 있다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제10조:0,우리은행,예 금 거 래 기 본 약 관,제10조,(지급․해지청구),2,③ 거래처가 자동이체․전산통신기기․바이오정보 등을 이용하여 찾을 때는 그 약정에서 정한 바에 따른다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제10조:0,우리은행,예 금 거 래 기 본 약 관,제10조,(지급․해지청구),3,*이 약관은 금융소비자보호에 관한 법률 등 관련 법령 및 당행의 내부통제기준에 따른 절차를 거쳐 제공됩니다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제10조:0,우리은행,예 금 거 래 기 본 약 관,제10조,(지급․해지청구),4,- 3 -
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제11조:0,우리은행,예 금 거 래 기 본 약 관,제11조,(금융사고자금 지급정지),0,① 은행은 “금융사고예방을 위한 공동협약”(이하 “협약”이라 한다) 및 “금융사고 예방을 위한 공동협약 시행세칙(이하 “세칙”이라 한다)에서 정하는 금융사고(이하 “금융사고” 라 한다)로 인한 사고자금이 이체된 거래처의 계좌(이하 “사고계좌”라 한다)에 대하여 금융사고가 발생한 금융기관의 요청이 있는 경우 지체 없이 지급정지를 취한다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제11조:0,우리은행,예 금 거 래 기 본 약 관,제11조,(금융사고자금 지급정지),1,② 제1항의 지급정지 금액은 금융사고로 인해 이체된 금액 이내로 한다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제11조:0,우리은행,예 금 거 래 기 본 약 관,제11조,(금융사고자금 지급정지),2,③ 제1항의 지급정지기간은 지급정지한 날로부터 10영업일 이내로 한다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제11조:0,우리은행,예 금 거 래 기 본 약 관,제11조,(금융사고자금 지급정지),3,"다만, 지급정지 를 요청한 금융기관의 신청으로 법원에 의한 결정문 송달이 이루어진 경우에는 그러 하지 아니하며, 법원의 결정문 송달이 지연되어 지급정지를 요청한 금융기관이 관련 증빙서류를 첨부하여 서면으로 지급정지기간의 연장을 요청하는 경우 은행은 10영업 일 이내에서 연장할 수 있다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제11조:0,우리은행,예 금 거 래 기 본 약 관,제11조,(금융사고자금 지급정지),4,"④ 은행이 제1항의 지급정지를 한 때에는 지체 없이 거래처에 지급정지 사실과 이의신청 절차를 유선 또는 이와 상응하는 방법으로 통지하여야 하며, 거래처가 이의를 신청한 때에는 은행이 정한 민원처리절차에 의하여 처리한다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제11조:0,우리은행,예 금 거 래 기 본 약 관,제11조,(금융사고자금 지급정지),5,⑤ 거래처가 지급을 청구하는 경우에는 금융사고에 의해 이체된 자금을 제외하고 지급한다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제11조:0,우리은행,예 금 거 래 기 본 약 관,제11조,(금융사고자금 지급정지),6,⑥ 은행은 금융사고와 관련한 사항이 해소된 경우 지체 없이 지급정지를 해지하여야 한다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제11조:0,우리은행,예 금 거 래 기 본 약 관,제11조,(금융사고자금 지급정지),7,⑦ 은행은 거래처의 계좌에서 금융사고로 인한 사고자금이 다른 금융기관에 이체된 경우 사고발생을 인지한 날로부터 10일 이내에 그 다른 금융기관에 대하여 지급정지를 요 청할 수 있다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제11조:0,우리은행,예 금 거 래 기 본 약 관,제11조,(금융사고자금 지급정지),8,⑧ 이 조의 금융사고자금 지급정지와 관련하여 이 조에서 정하지 아니한 사항은 제1항의 협약 및 세칙에서 정하는 바에 따른다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제12조:0,우리은행,예 금 거 래 기 본 약 관,제12조,(고객확인 및 검증 등),0,"① 『특정 금융거래정보의 보고 및 이용 등에 관한 법률』과 『공중 등 협박목적 및 대량살 상무기확산을 위한 자금조달행위의 금지에 관한 법률』에 따라 은행은 고객확인 및 검 증을 위하여 다음 각 호의 정보 및 자료를 요구하며, 이를 거부하거나 확인·검증이 충 분히 이루어지지 않을 경우 요청한 금융거래가 지연되거나 거절된다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제12조:0,우리은행,예 금 거 래 기 본 약 관,제12조,(고객확인 및 검증 등),1,1.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제12조:0,우리은행,예 금 거 래 기 본 약 관,제12조,(고객확인 및 검증 등),2,"개인 항 목 정 보 자 료 신원 성명, 실명번호, 국적, 주소(거소), 실명확인증표(주민등록증/운전면허증/여권 등), 정보 연락처 등 행정정보문서(주민등록등본 등) 직장 직장명, 업종, 직장주소 등 직장정보 문서(재직증명서 등) 정보 추가 추가정보 확인이 가능한 자료 거래목적, 자금원천, 재산현황 등 정보 (부동산계약서, 공과금 고지서 등) ※ 실제소유자가 다른 경우 추가 서류 요구될 수 있다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제12조:0,우리은행,예 금 거 래 기 본 약 관,제12조,(고객확인 및 검증 등),3,*이 약관은 금융소비자보호에 관한 법률 등 관련 법령 및 당행의 내부통제기준에 따른 절차를 거쳐 제공됩니다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제12조:0,우리은행,예 금 거 래 기 본 약 관,제12조,(고객확인 및 검증 등),4,- 4 - 2.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제12조:0,우리은행,예 금 거 래 기 본 약 관,제12조,(고객확인 및 검증 등),5,"법인(단체) 항 목 정 보 자 료 법인(단체)명, 실명번호, 주소, 연락처, 실명확인증표(사업자등록증 등), 신원 대표자 정보, 업종, 설립목적, 대표자 신원정보문서, 법인(단체) 확인문서(법인등 정보 실제소유자(주요 주주 및 임원) 정보 등 기부등본/정관 등), 주주명부 추가 회사 경영정보, 거래목적, 자금원천, 기타 추가정보 확인이 가능한 자료 정보 기부관련 정보 등 (전자세금계산서, 각종 인허가서 등) ② 『특정 금융거래정보의 보고 및 이용 등에 관한 법률』에서 정의한 가상자산사업자는 은행에 가상자산사업자임을 고지하여야 하며, 고지하지 않아 고객확인 및 검증이 충 분히 이루어지지 않을 경우 금융거래가 거절되거나 종료된다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제12조:0,우리은행,예 금 거 래 기 본 약 관,제12조,(고객확인 및 검증 등),6,"③ 『공중 등 협박목적 및 대량살상무기확산을 위한 자금조달행위의 금지에 관한 법률』에 의거 금융거래 제한대상자로 지정되어 고시된 자, UN에서 지정하는 제재대상자, 국제 사회 또는 해외지점 소재 국가의 정부에서 발표한 금융거래제한 대상자에 대하여는 금융거래가 제한되거나 거절된다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제13조:0,우리은행,예 금 거 래 기 본 약 관,제13조,(지급시기),0,① 입출금이 자유로운 예금은 거래처가 찾을 때 지급한다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제13조:0,우리은행,예 금 거 래 기 본 약 관,제13조,(지급시기),1,이 경우 기업자유예금은 먼저 예금한 금액부터 지급한다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제13조:0,우리은행,예 금 거 래 기 본 약 관,제13조,(지급시기),2,② 거치식․적립식 예금은 만기일 이후 거래처가 찾을 때 지급한다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제14조:0,우리은행,예 금 거 래 기 본 약 관,제14조,(양도 및 질권설정),0,① 거래처가 예금을 양도하거나 질권설정하려면 사전에 은행에 통지하고 동의를 받아야 한다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제14조:0,우리은행,예 금 거 래 기 본 약 관,제14조,(양도 및 질권설정),1,"다만, 법령에 의하여 금지되는 경우에는 양도나 질권설정을 할 수 없다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제14조:0,우리은행,예 금 거 래 기 본 약 관,제14조,(양도 및 질권설정),2,② 입출금이 자유로운 예금은 질권설정할 수 없다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제15조:0,우리은행,예 금 거 래 기 본 약 관,제15조,(사고․변경사항의 신고),0,① 거래처는 통장․도장․카드 또는 증권이나 그 용지를 분실․도난․멸실․훼손했을 때 는 곧 서면으로 신고하여야 한다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제15조:0,우리은행,예 금 거 래 기 본 약 관,제15조,(사고․변경사항의 신고),1,"다만, 긴급하거나 부득이 할 때는 영업시간 중에 전화 등으로 신고할 수 있으며 이 때는 다음 영업일 안에 서면신고하여야 한다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제15조:0,우리은행,예 금 거 래 기 본 약 관,제15조,(사고․변경사항의 신고),2,"② 거래처는 인감 또는 서명, 비밀번호, 성명, 상호, 대표자명, 대리인명, 주소, 전화번호 기타 신고사항을 바꿀 때에는 서면으로 신고하여야 한다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제15조:0,우리은행,예 금 거 래 기 본 약 관,제15조,(사고․변경사항의 신고),3,"다만, 비밀번호는 서면신고 없이 전산통신기기를 이용하여 바꿀 수 있으며, 이 경우 계좌번호, 주민등록번호, 비 밀번호 등 은행이 정한 요건이 맞으면 은행은 새로운 비밀번호로 변경처리한다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제15조:0,우리은행,예 금 거 래 기 본 약 관,제15조,(사고․변경사항의 신고),4,"③ 거래처는 주소, 전화번호 등의 일부 신고사항에 대하여는 은행이 정한 방법에 따라 전산통신기기를 이용하여 변경할 수 있다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제15조:0,우리은행,예 금 거 래 기 본 약 관,제15조,(사고․변경사항의 신고),5,*이 약관은 금융소비자보호에 관한 법률 등 관련 법령 및 당행의 내부통제기준에 따른 절차를 거쳐 제공됩니다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제15조:0,우리은행,예 금 거 래 기 본 약 관,제15조,(사고․변경사항의 신고),6,- 5 - ④ 제1항 및 제2항의 신고는 은행이 이를 접수한 뒤 전산입력 등 필요한 조치를 하는데 걸리는 합리적인 시간이 지나면 그 효력이 생기며 전산장애 등 불가항력적인 사유로 처리하지 못한 때는 복구 등 사유해제시 즉시 처리하여야 한다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제15조:0,우리은행,예 금 거 래 기 본 약 관,제15조,(사고․변경사항의 신고),7,⑤ 제1항의 신고를 철회한 때는 거래처 본인이 서면 또는 전산통신기기 등으로 하여야 한다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제16조:0,우리은행,예 금 거 래 기 본 약 관,제16조,"(통장, 카드의 재발급 등)",0,제15조에 따라 통장․도장․카드에 대한 사고신고가 있을 때에는 은행은 신고인이 거래 처 본인임을 확인하는 등 필요한 조치를 마친 뒤에 재발급하거나 지급한다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제17조:0,우리은행,예 금 거 래 기 본 약 관,제17조,(통지방법 및 효력),0,① 은행은 오류의 정정 등 예금거래에서 발생하는 일반적 사항을 통보하는 경우에는 거 래처가 신고한 연락처로 전화통보할 수 있다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제17조:0,우리은행,예 금 거 래 기 본 약 관,제17조,(통지방법 및 효력),1,"이 때, 통화자가 거래처 본인이 아닌 경 우, 그 통화자가 은행의 통지내용을 이해하고 이를 거래처에 전달할 것이라고 믿을 충분한 이유가 있는 때에는 거래처에 정당하게 통보한 것으로 본다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제17조:0,우리은행,예 금 거 래 기 본 약 관,제17조,(통지방법 및 효력),2,② 은행이 예금거래에서 발생하는 일반적 사항을 서면으로 통지했을 때는 천재지변 등 불가항력적인 경우 외에는 보통의 우송기간이 지났을 때 도달한 것으로 본다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제17조:0,우리은행,예 금 거 래 기 본 약 관,제17조,(통지방법 및 효력),3,③ 은행은 예금계약의 임의해지 등 중요한 의사표시를 하는 때에는 서면으로 하여야 하 며 그 통지가 거래처에 도달되어야 의사표시의 효력이 생긴다.
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제17조:0,우리은행,예 금 거 래 기 본 약 관,제17조,(통지방법 및 효력),4,"다만, 관계법령 또는 어음교환소규약 등에 의하여 예금계약을 해지한 경우나 거래처가 제15조에 의한 변경 신고를 게을리하여 도달되지 않은 때에는 그러하지 아니하다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제18조:0,우리은행,예 금 거 래 기 본 약 관,제18조,(면 책),0,"① 은행은 예금지급청구서, 증권 또는 신고서 등에 찍힌 인영(또는 서명)을 신고한 인감 (또는 서명감)과 육안으로 주의 깊게 비교․대조하여 틀림없다고 여기고, 예금지급청 구서 등에 적힌 비밀번호나 PIN-Pad기를 이용하여 입력된 비밀번호가 신고 또는 등 록한 것과 같아서 예금을 지급하였거나 기타 거래처가 요구하는 업무를 처리하였을 때에는 인감이나 서명의 위조․변조 또는 도용이나 그밖의 다른 사고로 인하여 거래 처에 손해가 생겨도 그 책임을 지지 않는다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제18조:0,우리은행,예 금 거 래 기 본 약 관,제18조,(면 책),1,"다만, 은행이 거래처의 인감이나 서명의 위조․변조 또는 도용 사실을 알았거나 알 수 있었을 때는 그러하지 아니하다."
44f27cc9eb5927ee91e6,44f27cc9eb5927ee91e6:제18조:0,우리은행,예 금 거 래 기 본 약 관,제18조,(면 책),2,"② 전산통신기기 등을 이용하거나 거래정보 등의 제공 및 금융거래명세 등의 통보와 관 련하여 은행이 책임질 수 없는 사유로 계좌번호, 비밀번호 등의 금융정보가 새어나가 거래처에 손해가 생겨도 은행은 그 책임을 지지 않는다."
