은행,예/적금 또는 대출,상품이름,조항,조항이름,조항내용
KB_bank,예/적금,입출금이자유로운예금약관,1,적용범위,"①입출금이자유로운예금(이하 '이 예금' 이라 합니다)이란 예치기간을 정하지 아니하고 자유로이
입출금하는 예금을 말합니다.
②이 약관에서 정하지 아니한 사항은 예금거래기본약관의 규정을 적용합니다."
KB_bank,예/적금,입출금이자유로운예금약관,2,이자,"①이 약관의 적용을 받는 예금 중 다음 예금의 이자는 해당 기준일에 셈하여 기준일에 이은 첫
영업일(이하 '원가일' 이라 합니다)에 원금에 더합니다. 다만, 당좌예금은 이자를 붙이지 않으며,
은행에서 따로 정하는 예금 중 일정한 기준에 해당되는 경우에는 이자를 지급하지 않을 수
있습니다.
②제1항의 예금이자는 최초 예금일(또는 지난 원가일)부터 원가일 전날까지를 이자 계산기간으로
하고, 매일 최종잔액을 평균하여 영업점에 게시한 이율로 셈합니다. 다만, 기업자유예금의 이자는
예금액마다 예금일부터 원가일 전날 까지를 이자계산 기간으로 하여 셈한 다음 이미 지급한
이자액을 뺍니다.
③예금의 이자는 제①항에 따른 이자지급을 제외한 최종거래일로부터 5년까지는 제①항  및 제②항에
서 정한 방식으로 지급하고, 5년이 경과한 날부터는 이자를 원금에 더하지 않고, 계좌해지 또는
추가 입출금 거래 발생일에 일괄 계산하여 지급할 수 있습니다."
KB_bank,예/적금,입출금이자유로운예금약관,3,거래중지계좌,"은행은 이 예금이 다음 각호의 1에 해당할 때에는 거래중지계좌로 따로 관리하여 입출금, 잔액조회,
이관 등의 거래를 제한할 수 있다. 다만, 거래처가 위 계좌로 입출금, 잔액조회, 이관 등을
은행창구에서 서면으로 신청한 때에는 은행은 금융거래목적확인서 등 서류를 징구하여 금융거래
목적을 확인 후 거래 재개에 필요한 조치를 취할 수 있습니다.
①예금잔액이 10,000원 미만이며, 1년이상 입출금 거래가 없는 계좌
②예금잔액이 10,000원 이상 50,000원 미만이며, 2년이상 입출금 거래가 없는 계좌
③예금잔액이 50,000원 이상 100,000원 미만이며, 3년이상 입출금 거래가 없는 계좌"
KB_bank,예/적금,입출금이자유로운예금약관,4,은행제공 수표·어음용지에 의한 거래 및 어음발행내역 등록,"①거래처는 은행이 내어준 수표, 어음 용지로 거래하여야 하며, 1,000만원 이상의 어음을
발행하였을 경우 발행 내역(발행일, 지급기일, 발행금액 등)을 금융결제원의 어음발행 관련
네트워크에 등록하여야 합니다.
②제1항의 용지는 거래처가 요청할 때 은행이 내어줍니다. 다만, 거래처가 요청한 양이 많다고
판단될 때에는 이를 필요하다고 인정되는 양으로 제한할 수 있습니다."
KB_bank,예/적금,입출금이자유로운예금약관,5,거래제한,"①가계당좌예금은 모든 금융기관을 통하여 1인1계좌에 한합니다.
②거래처는 제4조 제1항의 규정에 따라 교부 받은 가계수표용지에 인쇄된 발행 한도금액 이내로
발행하여야 하며, 은행은 발행 한도를 넘는 수표에 대하여는 지급하지 않습니다.
다만, 거래처가 은행(다른 은행 포함)과 직접 거래할 때에는 발행한도액을 초과하여
발행할 수 있습니다.
③ 통장이「전기통신금융사기 피해방지 및 피해금 환급에 관한 특별법」에서 정의한
사기이용계좌로 사용될 경우, 통장 명의인에 대한 계좌개설 및 현금카드 발급,
해당 통장의 인출∙이체한도 축소 등 금융거래를 제한할 수 있습니다."
KB_bank,예/적금,입출금이자유로운예금약관,6,수표·어음금 지급 및 지급위탁 취소,"① 은행은 제4조 제1항에 따라 내어준 수표나 어음에 적힌 금액을 거래처에서 지급위탁 받아 그
제시인에게 지급합니다.
② 은행은 수표나 어음이 지급제시기간 안에 제시된 때에만 지급합니다. 다만, 수표는 지급제시
기간이 지난 뒤에도 지급할 수 있습니다.
③ 거래처가 이미 발행한 수표나 어음의 지급위탁을 취소할 때에는 은행이 마련한 서식으로
신청해야 하고 어음교환 업무규약에 따라 수표나 어음에 적힌 금액을 담보금으로 예치해야
합니다."
KB_bank,예/적금,입출금이자유로운예금약관,7,지급특례,
KB_bank,예/적금,입출금이자유로운예금약관,6,제1항의 규정에 불구하고 거래처가 은행에 이행하여야 할 다음의 채무가 있을 때에는 은행은,"수표나 지급청구서 없이 해당예금에서 지급하거나 대체 결제할 수 있습니다.
1. 각종 이자, 보증료, 수수료
2. 수입어음 원금, 수출어음 부도대전
3. 어음교환업무규약에 따른 제재금
4. 콜자금 결제통지서나 콜자금 상환영수증으로 청구 받은 금액"
KB_bank,예/적금,입출금이자유로운예금약관,8,지급자금 부족시의 처리,"같은 날 거래처의 지급자금을 초과하는 수표나 어음의 지급 또는 그 밖의 채무 이행의 청구가 있는
경우 은행은 거래처의 의사를 확인하였을 때에는 그 의사에 따라 처리하고 의사를 확인할 수 없는
때에는 은행이 판단하여 처리합니다."
KB_bank,예/적금,입출금이자유로운예금약관,9,초과지급 및 일부지급의 거절,"① 은행은 당좌예금·가계당좌예금의 지급자금(대출한도 포함)을 초과하는 수표나 어음금은 지급하지
않습니다.
② 은행은 수표나 어음에 적힌 금액의 일부에 대하여 지급 청구하는 경우에는 지급하지 아니
합니다."
