은행,예/적금 또는 대출,상품이름,조항,조항이름,조항내용
KB_bank,예/적금,「KB 두근두근여행적금」 특약,1,적용범위,"① KB두근두근여행적금(이하 ‘이 적금’이라 합니다) 거래는 이 특약을 적용하며, 이 특약에서 정하지
않은 사항은 예금거래기본약관 및 적립식예금약관을 적용합니다.
② 이 적금의 거래에 있어서 발생하는 전자금융거래에 관한 사항은 전자금융거래기본약관을 적용합니다."
KB_bank,예/적금,「KB 두근두근여행적금」 특약,2,가입대상,"이 적금의 가입대상은 실명의 개인으로 1인 1계좌에 한하여 가입 가능하며, 개인사업자, 임의단체 및
공동명의로는 가입이 불가합니다."
KB_bank,예/적금,「KB 두근두근여행적금」 특약,3,예금과목 및 계약기간,"이 적금의 예금과목은 정기적금으로 하며, 계약기간은 6개월로 합니다."
KB_bank,예/적금,「KB 두근두근여행적금」 특약,4,저축방법 및 저축한도,"이 적금은 정액적립을 원칙으로 하며, 신규 시 약정한 월 5만원 이상 100만원 이하 만원 단위의
저축금액을 매월 약정한 날짜에 동일하게 저축하여야 합니다."
KB_bank,예/적금,「KB 두근두근여행적금」 특약,5,이율의 적용,"① 이 적금의 만기이율은 기본이율과 우대이율을 합하여 계약기간 동안 적용합니다.
② 이 적금의 이율은 신규가입일 당시 영업점 및 KB국민은행 홈페이지에 게시한 이율을 적용하며,
우대이율은 제6조에서 정하는 조건을 충족하는 경우 적용합니다."
KB_bank,예/적금,「KB 두근두근여행적금」 특약,6,우대이율,"이 적금은 다음 각 호에 해당하는 우대이율 적용조건을 충족한 경우 신규가입일 당시 영업점 및
KB국민은행 홈페이지에 게시한 조건별 우대이율을 적용합니다. 모든 우대이율은 만기해지하는
계좌에 대하여 계약기간 동안 적용합니다."
KB_bank,예/적금,「KB 두근두근여행적금」 특약,7,연계·제휴서비스,"① 이 적금 가입자에게는 다음과 같이 적금 납입 회차에 따라 노랑풍선 최대 3만원 & 4% 할인
쿠폰번호가 제공됩니다. 쿠폰별로 사용가능 대상 여행상품이 정해져 있으며, 사용을 위한 최소
구매금액 조건 등이 있습니다.
② 제공기간
본 연계·제휴서비스는 ㈜노랑풍선과 KB국민은행 양사의 계약기간 동안 가입한 계좌에 제공합니다.
③ 이행책임
KB국민은행은 연계·제휴서비스등을 부당하게 축소하거나 변경하지 않으며, 불가피하게 축소하거나
변경하는 경우 그에 상응하는 다른 연계·제휴서비스를 제공합니다.
④ 변경·종료에 대한 사전통지
서면, 우편, 전자우편, 전화, 팩스, 휴대전화 문자메시지 또는 이에 준하는 전자적 의사표시 중
2개 이상의 방법으로 축소·변경 6개월 전부터 매월 고지합니다.
※ 단, 금융회사의 휴업·파산·경영상의 위기 또는 연계·제휴서비스등을 제공하는 자의 일방적인
제공 중단 등 6개월 전부터 고지하기 어려운 불가피한 경우에는 해당 상황이 발생하는 즉시
고지"
KB_bank,예/적금,「KB 두근두근여행적금」 특약,8,거래방법,"① 이 적금은 KB스타뱅킹을 통해 가입이 가능합니다.
② 이 적금은 KB스타뱅킹, 인터넷뱅킹, 영업점 및 고객센터를 통해 해지할 수 있습니다.
※ 고객센터 해지 시 만기해지만 가능하며, 미성년자 명의 적금은 해지할 수 없음
③ KB스타뱅킹을 통해 가입한 계좌는 별도의 신청 없이 만기일에 자동해지되며 가입 당시 출금계좌로
만기해지 지급금이 입금됩니다.(단, 만기 자동해지 대상 계좌에 법적 지급제한 등 해지 제한 사유가
등록되어 있는 경우 자동해지되지 않습니다.)"
KB_bank,예/적금,「KB 두근두근여행적금」 특약,9,기타,"① 이 적금은 만기 전 일부 금액만 해지 할 수 없습니다.
② 이 적금은 만기앞당김 지급이 불가합니다."
