은행,예/적금 또는 대출,상품이름,조항,조항이름,조항내용
KB_bank,예/적금,「KB 스타 건강적금」 특약,1,적용범위,"① 「KB스타 건강적금」(이하 ‘이 적금’이라 합니다)의 거래에는 이 특약을 적용하며, 이 특약에서 정하지
않은 사항에는 「예금거래기본약관」 및 「적립식예금약관」을 적용합니다.
② 이 적금의 거래에서 발생하는 전자금융거래에 관한 사항은 「전자금융거래기본약관」을 적용합니다.
③ KB국민은행 ‘계좌간자동이체’를 신청하여 이 적금에 저축하는 경우 「계좌간자동이체 약관」을 적용
합니다.(단, 다른 금융회사를 통해 자동이체하는 경우 해당 금융회사가 정한 내용에 따릅니다.)"
KB_bank,예/적금,「KB 스타 건강적금」 특약,2,가입대상,"이 적금의 가입대상은 만 14세 이상 실명의 개인으로 한 사람이 한 개의 계좌만 보유할 수 있으며
개인사업자, 임의단체 및 공동명의로는 가입할 수 없습니다."
KB_bank,예/적금,「KB 스타 건강적금」 특약,3,예금과목 및 계약기간,"이 적금의 예금과목은 정기적금이며, 계약기간은 6개월입니다."
KB_bank,예/적금,「KB 스타 건강적금」 특약,4,판매한도,"이 적금은 판매한도를 정하여 판매하며 KB국민은행 홈페이지, KB스타뱅킹, 영업점에서 판매한도
확인이 가능하고, 정해진 한도가 소진되면 별도의 안내 없이 판매를 종료합니다."
KB_bank,예/적금,「KB 스타 건강적금」 특약,5,저축방법 및 저축한도,"매월 첫 날부터 마지막 날까지 1만원 이상 20만원 이하(원 단위) 금액을 만기일 전날까지 자유롭게
저축할 수 있습니다."
KB_bank,예/적금,「KB 스타 건강적금」 특약,6,금리 적용,"① 기본금리는 가입일 당시 영업점 및 KB국민은행 홈페이지에 게시한 금리를 적용하며, 우대금리는"
KB_bank,예/적금,「KB 스타 건강적금」 특약,7,에서 정한 제공 조건을 충족한 경우 적용합니다.,"② 만기금리는 기본금리와 우대금리를 합하여 가입일부터 만기일 전날까지 적용하며, 입금금액별로
입금일부터 만기일 전날까지의 기간에 대하여 계산한 이자를 합산하여 지급합니다.
③ 만기일 전에 지급을 청구하는 경우 입금금액별로 입금일부터 지급일 전날까지 기간에 대하여
가입일 당시 영업점 및 KB국민은행 홈페이지에 게시한 중도해지금리로 계산한 이자를 합산하여
지급합니다.
④ 만기일 이후에 지급을 청구하는 경우 만기일부터 지급일 전날까지의 기간에 대하여 가입일 당시
영업점 및 KB국민은행 홈페이지에 게시한 만기후금리로 계산한 이자를 제6조 제②항의 만기금리로
계산한 이자에 더하여 지급합니다.
⑤ 가입 시 금리우대쿠폰을 적용한 경우 만기해지 시 적용되는 최종금리에 쿠폰의 우대금리를 더하여
계산하며 자세한 내용은 해당 금리우대쿠폰에서 확인 가능합니다."
KB_bank,예/적금,「KB 스타 건강적금」 특약,7,우대금리,"① 만기해지 계좌가 다음의 우대금리 제공 조건을 충족한 경우 가입일 당시 영업점 및 KB국민은행
홈페이지에 게시한 우대금리를 적용합니다.
즐거운 걷기 매월10만 걸음(가입일 기준 만 60세 이상 고객은 5만 걸음) 이상 걷고, 주1)
우대금리KB스타 건강적금 [금리확인] 화면에서 우대금리를 확인한 경우
KB스타 건강적금 [금리확인] 화면에서 ‘발자국 스탬프 찍기’를 매월1회씩 6회 주1) 발자국 찍기
모두 완료한 경우우대금리
주1) 매월: 이달 가입일부터 다음달 가입일 전날까지이며 정확한 매월 걸음수 산정 기간은 KB스타
건강적금 [금리확인] 화면에서 확인 가능
주2) 신규 회원가입: KB오케어 앱 최초 회원가입이어야 하며 탈퇴 후 재가입한 경우 우대금리 미적용
② 즐거운 걷기 우대금리 및 발자국 찍기 우대금리는 가입할 때 ‘[선택]개인(신용)정보 수집·이용
동의서(KB스타 건강적금즐거운 걷기 우대금리)’에 동의하는 경우에 한하여 제공되며 가입 후
동의 여부를 변경할 수 없습니다.
③ 웰컴 오케어 우대금리는 가입할 때 ‘[선택]개인(신용)정보 수집·이용·제공 동의서(KB스타 건강적금
웰컴 오케어 우대금리)’에 동의하는 경우에 한하여 제공되며 가입 후 동의 여부를 변경할 수
없습니다."
KB_bank,예/적금,「KB 스타 건강적금」 특약,8,거래방법,"① 가입은 KB스타뱅킹에서 할 수 있습니다. 단, 만 60세 이상 고객은 KB스타뱅킹 및 영업점에서
가입할 수 있습니다.
② 해지는 KB스타뱅킹, 인터넷뱅킹, 영업점 및 고객센터를 통해 할 수 있습니다. 고객센터에서 해지할 때는
만기해지만 가능하며 미성년자 명의 적금은 해지할 수 없습니다.
③ KB스타뱅킹에서 가입한 계좌는 별도 신청 없이 만기일에 자동 해지되어 가입 당시 출금계좌로
입금됩니다.(단, 계좌에 법적지급제한 등 해지 제한 사유가 있으면 자동 해지되지 않습니다.)"
KB_bank,예/적금,「KB 스타 건강적금」 특약,9,기타,"① 이 적금은 만기 전 일부 금액만 해지할 수 없습니다.
② 이 적금은 만기앞당김 지급이 불가합니다."
