은행,예/적금 또는 대출,상품이름,조항,조항이름,조항내용
KB_bank,기타,KB종합통장특약,1,적용범위,"KB종합통장(이하 '이 통장'이라 합니다)거래는 이 특약을 적용하며
이 특약에서 정하지 않은 사항은 예금거래기본약관, 입출금이자유
로운예금약관, 거치식·적립식예금약관, 신탁별약관, 주택채권등록필
증약관, 관계법령 및 계좌간자동이체약관을 적용합니다."
KB_bank,기타,KB종합통장특약,2,통장의 구성,"이 통장은 보통예금·저축예금·가계당좌예금·기업자유예금 중 하나
를 모계좌로 하고, 모계좌와 한통장을 사용하는 연결계좌와 별도
통장을 사용하는 연결계좌로 구성합니다."
KB_bank,기타,KB종합통장특약,3,자동이체,"거래처의 자동이체 신청이 있으면 은행은 계좌간자동이체약관에
따라 처리합니다."
KB_bank,기타,KB종합통장특약,4,관련대출,"거래처는 은행이 정하는 방법 및 절차에 따라 대출을 받을 수 있
습니다."
KB_bank,기타,KB종합통장특약,5,해지,"① 이 통장의 거래는 모계좌를 해지할 때 끝나며, 이때 거래처는
관련 대출금을 갚아야 합니다.
② 거래처가 이 통장과 한 통장으로 이용하는 연결계좌를 계속 거
래할 것을 요청할 때는 은행은 별도의 통장 또는 증서를 내줍니다."
