은행,예/적금 또는 대출,상품이름,조항,조항이름,조항내용
KB_bank,기타,「KB 청년도약계좌」 특약,1,적용범위,"① 이 특약은 「KB청년도약계좌」(이하 ‘이 적금’) 거래에 대하여 적용하고, 이 특약에서 정하지 않은 사항은
「예금거래기본약관」 및 「적립식예금약관」을 적용합니다.
② 이 적금의 거래과정에서 발생하는 전자금융거래에 관한 사항은 「전자금융거래기본약관」을 적용합니다."
KB_bank,기타,「KB 청년도약계좌」 특약,2,가입대상,"① 이 적금의 가입대상은 실명의 개인인 거주자로서 다음 각 호의 요건을 모두 충족하는 사람에 한합니다.
1. 가입일 현재 19세 이상 34세(병적증명서등으로 다음 각 목의 병역을 이행하였음이 증명되는
경우에는 6년을 한도로 병역을 이행한 기간을 현재 연령에서 빼고 계산한 연령) 이하인 사람
가. 현역병, 상근예비역 및 의무경찰ㆍ의무소방원
나. 사회복무요원
다. 장교, 준사관 및 부사관
2. 가입일 현재 다음 각 목의 어느 하나에 해당하는 개인소득기준주1)을 충족하는 사람
가. 직전 과세기간의 총급여액이 7,500만원 이하인 경우(직전 과세기간에 근로소득만 있거나 근로소득
및 종합소득과세표준에 합산되지 아니하는 종합소득이 있는 경우로 한정하고, 비과세 소득만 있는
경우는 제외)
나. 직전 과세기간의 종합소득과세표준에 합산되는 종합소득금액이 6,300만원 이하인 경우(직전 과세
기간의 총급여액이 7,500만원을 초과하는 근로소득이 있는 자 및 비과세소득만 있는 경우는 제외)
※ 주1) 가입일 현재 직전 과세기간의 소득이 확정되지 않은 경우에는 전전 과세기간의 소득을 기준으로 충족
여부를 판단
다. 가입대상 확인 시 가목, 나목에도 불구하고 「소득세법」 제12조제3호마목에 따른 육아휴직급여,
육아휴직수당이 있는 사람, 「소득세법」 제12조제3호가목에 따른 복무중인 병(兵)이 받는 급여가
있는 사람은 비과세소득만 있는 자로 보지 않을 것
3. 가입일 현재 다음 각 목에 따라 산정한 가구소득기준주2)을 충족하는 사람
가. 직전 과세기간의 가구소득이 직전년도 기준 중위소득의 250% 이하일 것
나. 가구원주3)은 이 적금에 가입하려는 거주자 본인과 본인의 주민등록표 등본상(주민등록표 등본 발급이
불가능한 외국인의 경우 외국인등록 사실증명상) 배우자, 부모, 자녀, 형제·자매를 기준으로 판단할
것(단, 형제·자매는 미성년자인 경우에만 가구원에 포함하며, 청년이 부양하고 있는 것으로 확인 될
경우 조부모를 포함 할 수 있음)
다. 가구소득은 가구원의 총급여, 종합소득과세표준에 합산되는 종합소득금액, 연말정산한 사업소득금액,
연말정산한 연금소득금액, 연말정산한 종교인소득금액을 모두 합산하여 산정(단, 미성년자인 형제·
자매의 경우 소득합산에서 제외)
※ 주2) 가입일 현재 직전 과세기간의 소득이 확정되지 않은 경우에는 전전 과세기간의 소득 및 전전년도의 기준
중위소득을 기준으로 충족 여부를 판단
※ 주3) 주민등록표 등본 상 가구원을 판단하기 어려운 예외 사항은 별도 증빙서류를 제출 받아 가구원을 확정
4. 가입일이 속한 과세기간의 직전 3개주4) 과세기간 중 1회 이상 ‘금융소득종합과세 대상자’ (「소득세법」"
KB_bank,기타,「KB 청년도약계좌」 특약,14,제3항제6호에 따른 소득의 합계액이 같은 호에 따른 이자소득등의 종합과세기준 금액을,"초과한 자)에 해당하지 않는 사람
※ 주4) 가입일 현재 직전 과세기간의 소득이 확정되지 않아 직전 과세기간의 ‘금융소득종합과세 대상자’ 여부를
확인할 수 없는 경우에는 나머지 2개 과세기간을 기준으로 판단하되, 가입 후 직전 과세기간의 ‘금융소득종합과세
대상자’로 확인되면 납입 중지(가입대상 미해당) 처리
② 이 적금에 가입한 후 제1항제4호에 따른 가입대상이 아닌 것으로 확인될 경우 납입 중지(가입대상 미해당)
처리됩니다.
③ 이 적금은 공동명의로 가입할 수 없고, 양도 및 명의변경을 할 수 없습니다.
④ 이 적금은 이 적금을 취급하는 모든 금융회사등(「금융실명거래 및 비밀보장에 관한 법률」에 따른 금융회사
등)을 통틀어 1인1계좌만 가입할 수 있습니다.
⑤ 제1항에도 불구하고 「조세특례제한법」 제91조의21에 따른 청년희망적금에 가입한 사람은 이 적금에 가입
할 수 없습니다. (단, 청년희망적금 해지 후 가입 가능)
⑥ 외국인의 경우 실명확인증표는 외국인등록증에 한합니다."
KB_bank,기타,「KB 청년도약계좌」 특약,3,가입신청 및 적금가입,이 적금은 가입신청 후 제2조의 가입대상 기준에 따라 선정된 자에 한해 특정 지정 기간에 가입합니다.
KB_bank,기타,「KB 청년도약계좌」 특약,4,예금과목 및 계약기간,"이 적금의 예금과목은 정기적금(자유적립식)으로 하고, 계약기간은 가입일부터 5년으로 합니다. (단, 만기일
전에 해지 할 경우 만기해지되지 않습니다.)"
KB_bank,기타,「KB 청년도약계좌」 특약,5,저축한도 및 저축방법,"① 이 적금은 회차별 최소 1천원 이상 1천원 단위로, 매월(월 초일부터 말일까지) 70만원 범위에서 만기일
전일까지 자유롭게 저축할 수 있습니다. 다만, 연간주5) 납입 한도는 840만원을 초과할 수 없습니다.
※ 주5) (예시) '23.7.10 가입 시☞ 1년차('23.7.10~'24.7.9), 2년차('24.7.10~'25.7.9), 3년차('25.7.10~'26.7.9)
4년차('26.7.10~'27.7.9), 5년차('27.7.10~'28.7.9)
② 제1항에도 불구하고 청년희망적금을 만기해지한 사람은 청년희망적금 만기지급금을 이 적금 최초 납입금액
으로 일시납입주6) 할 수 있습니다. 다만, 가입 후 2개년주7) 동안 납입한도는 1,680만원을 초과할 수 없습니다.
※ 주6) 최소 200만원 이상이어야 함
※ 주7) (예시) '24.2.22 가입 시 2개년 ☞ '24.2.22~'26.2.21
③ 제2항에 따라 일시납입한 사람이 청년희망적금 만기해지자가 아니거나, 일시납입금액이 청년희망적금
만기지급금을 초과할 경우 제10조에 따른 정부기여금을 지급하지 아니하며 납입중지 처리됩니다
④ 제2항에 따라 일시납입한 사람은 이 적금 가입신청 시 선택한 기간(일시납입으로 선납한 기간) 동안 이
적금에 추가 납입할 수 없습니다.
⑤ 제2항에 따라 이 적금에 일시납입하기 위해서는 청년희망적금 만기일이 속하는 달의 다음 달 말일까지 이
적금 가입을 원하는 금융기관에 가입신청을 해야합니다.
⑥ 원활한 정부기여금 운영을 위해 이 적금에 입금한 금액의 입금거래 정정(취소·변경 등)은 제한될 수 있습니다."
KB_bank,기타,「KB 청년도약계좌」 특약,6,이자 지급 방법,"① 이 적금의 기본이율은 가입일로부터 3년까지 가입일 당시 영업점 및 KB국민은행 홈페이지에 게시한
이율을 적용하고, 가입일로부터 3년 경과시점부터 기본이율이 변경될 수 있습니다.
② 이 적금의 만기이율은 제1항의 기본이율에 제7조의 우대이율을 합하여 계약기간 동안 적용합니다.
③ 이 적금의 만기일 전에 해지할 경우에는 입금한 금액에 대하여 입금일부터 해지일 전일까지의 기간 동안
가입일 당시 영업점 및 KB국민은행 홈페이지에 게시한 중도해지이율로 계산한 이자를 원금에 더하여
지급합니다.(단, 가입일로부터 3년 이상 경과 시 제1항에 따른 기본금리로 계산한 이자와 원금을 지급합니다.)
④ 이 적금의 만기일 이후에 해지할 경우에는 만기일부터 해지일 전일까지의 기간동안 가입일 당시 영업점 및
KB국민은행 홈페이지에 게시한 만기후이율로 계산한 이자를 제2항의 만기이자에 더하여 지급합니다.
⑤ 제3항에도 불구하고 제9조에 따른 특별중도해지한 경우 제1항에 따른 기본이율로 계산한 이자와 원금을
지급합니다."
KB_bank,기타,「KB 청년도약계좌」 특약,7,우대이율,"아래 항목별로 제공 조건을 충족하는 경우 가입일 당시 영업점 및 KB국민은행 홈페이지에 게시한
우대이율을 적용합니다. 단, 모든 우대이율은 만기해지 계좌에 대하여 계약기간 동안 적용합니다.
주8)이 적금의 신규일이 포함된 달부터 만기 전전월 말까지 급여가 입금된 월수가
급여이체
36회 이상인 경우
이 적금의 신규일이 포함된 달부터 만기 전전월 말까지 본인 명의 KB국민은행 입출금통장
에서 아래 ① 또는 ②의 자동이체 출금이 발생한 경우
자동납부
주9)① 월 2건 이상의 공과금 자동이체 월수 36회 이상
주10)② KB리브모바일 청년도약 요금제의 자동이체 출금 월수 36회 이상
주11) 계약기간 중 주택청약종합저축신규 가입 고객 또는 가입일 기준 KB청년희망적금
거래감사
만기 해지 고객
주12)가입신청 시점 및 가입 후 1년 주기로 확인된 개인소득금액의 소득요건을 충족하는 경우
소득플러스 충족 횟수에 따라 차등 적용(최고 연 0.5%p)
ㅇ 5회 : 연 0.5%p / 4회 : 연 0.4%p / 3회 : 연 0.3%p / 2회 : 연 0.2%p / 1회 : 연 0.1%p
※ 주8) 급여 인정 세부 기준 (※ 당행 본인계좌로부터의 이체 실적은 제외)
- 급여이체일이 등록된 계좌의 지정된 급여일(전후 1영업일 포함 3영업일)에 건별50만원 이상의 급여이체
실적이 있는 경우
- 급여이체일이 등록된 계좌에 적요(월급/급여/수당/급료/상여/보너스/봉급/연금/성과급/보로금/임금/Salary/
bonus/pay)가 기재된 건별50만원 이상의 이체 실적이 있는 경우
- 급여이체 계약(신청)에 의해 당행 급여이체 전산(급여성 선일자, 급여성 탑라인, 기업인터넷뱅킹 등)을 통한
건별20만원 이상의 급여이체 실적이 있는 경우
주9) 공과금 자동이체 인정 세부 기준
- 계좌 거래내역 중 거래유형(거래구분)이 아파트관리비, 지로, CMS, FBS인 출금건에 한함
※ 거래유형(거래구분)이 상기 외 출금건인 경우 제외(국민카드, 공과금 등), 계좌간 자동이체 출금 건 제외
주10) 본인 명의로 KB리브모바일 청년도약 요금제 개통 후 요금제 해지일까지 자동이체 출금 월수 36회
이상 발생한 경우 (단, 1개월 이상 요금제 정지시, 정지기간 중 출금건은 자동이체로 인정하지 않음)
주11) 청년 주택드림 청약통장 포함
주12) 총급여기준 2,400만원 이하, 종합소득기준 1,600만원 이하인 경우
- 제10조제2항의 [표1. 개인 소득별 정부기여금 지급구조]상 개인소득구간이 1구간에 해당하는 경우"
KB_bank,기타,「KB 청년도약계좌」 특약,8,세율의 적용,"① 제5조에 따라 납입된 저축금액에 대해 발생한 이자소득에 대해서는 소득세 및 농어촌특별세가 부과되지
않습니다.
② 제1항에도 불구하고 다음 각 호의 어느 하나에 해당하는 이자소득에 대해서는 소득세 및 농어촌특별세가
부과됩니다.
1. 가입자가 「조세특례제한법」제91조의22에 따른 과세특례 적용 요건(이하 ‘과세특례 요건’)을 갖추지
못한 것이 확인된 경우 이 적금에서 발생한 이자소득
2. 가입자가 계약기간 중 계약을 해지(제9조에 따라 특별중도해지하는 경우와 가입일부터 3년 이상
경과한 후에 해지하는 경우 제외)한 경우 이 적금에서 발생한 이자소득
3. 이 적금의 만기일 이후 발생한 이자소득
③ 제10조제5항에 따른 정부기여금의 이자소득에 대해서는 소득세 및 농어촌특별세가 부과되지 않습니다."
KB_bank,기타,「KB 청년도약계좌」 특약,9,특별중도해지 시 세율의 적용,"① 이 적금의 가입자가 계약기간 중 다음 각 호의 어느 하나에 해당하는 사유로 계약을 해지(이하 ‘특별중도
해지’)하는 경우 해지 시 지급받은 이자소득에 대해서는 소득세 및 농어촌특별세가 부과되지 않습니다.
1. 가입자의 사망·해외이주
2. 계약해지일 전 6개월 이내에 발생한 다음 각 목의 어느 하나에 해당하는 사유
가. 천재지변
나. 가입자의 퇴직
다. 사업장의 폐업
라. 가입자의 3개월 이상의 입원치료 또는 요양이 필요한 상해·질병의 발생
마. 이 적금을 취급하는 금융회사등(이하 ‘적금취급기관’)의 영업의 정지, 영업인가·허가의 취소,
해산결의 또는 파산선고
바. 가입자의 주택 취득(과거에 주택을 소유한 사실이 없는 가입자가 본인이 거주할 목적으로 주택을
취득한 경우로서 취득일 당시 「소득세법」 제99조제1항에 따른 기준시가가 5억원 이하인
「주택법」 제2조제6호에 따른 국민주택규모의 주택을 취득한 경우로 한정합니다)
사. 가입자의 혼인 또는 출산(배우자의 출산 포함)
② 특별중도해지를 하려는 가입자는 「조세특례제한법 시행규칙」 제61조에 따른 특별해지사유신고서 및
증빙서류를 은행에 제출하여야 합니다."
