은행,예/적금 또는 대출,상품이름,조항,조항이름,조항내용
KB_bank,예/적금,「KB Star 정기예금」 특약,1,적용범위,"① KB Star 정기예금(이하 '이 예금'이라 합니다)거래는 이 특약을 적용하며, 이 특약에서 정하지 않은 사항은
예금거래기본약관 및 거치식예금약관을 적용합니다.
② 이 예금의 거래에 있어서 발생하는 전자금융거래에 관한 사항은 전자금융거래기본약관 및
전자금융서비스기본약관을 적용 합니다."
KB_bank,예/적금,「KB Star 정기예금」 특약,2,거래방법,"① 이 예금은 인터넷뱅킹, KB 스타뱅킹, 콜센터를 통해서만 신규 가입이 가능합니다.
② 이 예금은 인터넷뱅킹, KB 스타뱅킹, 영업점 창구를 통해서만 해지가 가능합니다."
KB_bank,예/적금,「KB Star 정기예금」 특약,3,가입대상,이 예금의 가입자는 개인 및 개인사업자로 합니다.
KB_bank,예/적금,「KB Star 정기예금」 특약,4,계정과목,이 예금의 계정과목은 정기예금으로 합니다.
KB_bank,예/적금,「KB Star 정기예금」 특약,5,계약기간,이 예금의 계약기간은 1개월 이상 36개월 이내의 월단위로 합니다.
KB_bank,예/적금,「KB Star 정기예금」 특약,6,저축방법,이 예금은 신규 시 1백만원 이상을 예치하여야 합니다.
KB_bank,예/적금,「KB Star 정기예금」 특약,7,이율의 적용,"① 이 예금의 이율은 신규 및 자동재예치 시 인터넷 홈페이지(www.kbstar.com) 및 영업점에 게시된 이율을
적용 합니다.
② 제1항의 이율을 적용함에 있어 거래처가 중도해지 또는 만기후해지 하는 경우는 신규 및 자동재예치 시
인터넷 홈페이지(www.kbstar.com) 및 영업점에 게시된 중도해지이율 또는 만기후이율을 적용합니다.
③ 이 예금의 신규 시 금리우대쿠폰을 적용한 경우 쿠폰 우대금리를 기본이율에 가산합니다.
※ 금리우대쿠폰 우대금리는 신규 당시 적용한 쿠폰의 우대금리를 따르며, 세부 사항은 금리우대쿠폰에서
확인 가능합니다.
※ 금리우대쿠폰은 신규 시에만 사용 가능하며 재예치 또는 중도해지 시에는 적용되지 않습니다."
KB_bank,예/적금,「KB Star 정기예금」 특약,8,이자지급방법,"이 예금의 이자는 신규 및 자동재예치 시 인터넷 홈페이지(www.kbstar.com) 및 영업점에 게시한 이율로
셈하여 만기에 원금과 함께 지급합니다."
KB_bank,예/적금,「KB Star 정기예금」 특약,9,자동해지,"① 만기해지방법 설정구분을 ‘자동해지’로 선택한 경우 만기일에 최초 신규 시 출금계좌로 자동해지 입금 처리
됩니다.
② 만기해지방법은 인터넷뱅킹, KB스타뱅킹, 영업점, 콜센터를 통해 만기일 전일까지 변경이 가능합니다.
③ 제 1항에도 불구하고 은행이 아래에서 정한 자동해지 제외사유에 해당하는 경우에는 고객이 자동해지를
신청했더라도 자동해지 처리가 되지 않으며 신규 및 자동재예치 시 안내된 방법을 통해 개별통지 됩니다.
가. 자동해지 대상 계좌 및 출금계좌에 법적지급제한, 지급 및 해지제한이 되어 있는 경우
나. 출금계좌가 해지된 경우
④ 제 3항에 의해 자동해지 처리가 되지 않은 계좌는 만기일 이후 경과기간에 대해서는 만기후이율이
적용됩니다."
KB_bank,예/적금,「KB Star 정기예금」 특약,10,자동재예치,"① 만기해지방법 설정구분을 ‘자동재예치(원금)’ 혹은 ‘자동재예치(원금+이자)’로 선택한 경우에 한해 재예치
처리 됩니다.
② 만기해지방법은 인터넷뱅킹, KB스타뱅킹, 영업점, 콜센터를 통해 만기일 전일까지 변경이 가능합니다.
③ 계약기간 등의 계약조건은 직전의 계약조건과 동일하게 적용되며, 적용이자율은 재예치 당시 인터넷 홈페이지
및 영업점에 게시된 이율을 적용합니다.
④ 재예치기간은 당초 계약기간을 포함하여 최장 10년 까지 가능합니다.
⑤ 제 1항에도 불구하고 은행이 아래에서 정한 재예치 제외사유에 해당하는 경우에는 고객이 재예치를
신청했더라도 재예치 처리가 되지 않으며 신규 및 자동재예치 시 안내된 방법을 통해 개별통지 됩니다.
가. 재예치 가능기간(최장 10년)이 경과 될 경우
나. 재예치 대상 계좌 및 출금계좌에 법적지급제한, 지급 및 해지제한이 되어 있는 경우
다. 출금계좌가 해지된 경우
⑥ 제 5항에 의해 재예치 처리가 되지 않은 계좌는 만기일 이후 경과기간에 대해서는 만기후이율이 적용됩니다."
KB_bank,예/적금,「KB Star 정기예금」 특약,11,분할인출,"① 이 예금은 가입일로부터 1개월이상 경과된 계좌에 한하여 계좌별로 3회(해지 포함)까지 분할인출이
가능합니다.
② 이 예금을 만기일(또는 재예치 만기일)전에 분할인출하는 경우 분할인출금액에 대한 이자는 가입 당시
예치기간별 기본이율을 단리로 적용합니다."
