은행,예/적금 또는 대출,상품이름,조항,조항이름,조항내용
KB_bank,기타,「KB able Plus통장」 특약,1,적용범위 및 용어의 정의,"① KB able Plus통장(이하 “이 통장”이라 합니다) 거래는 이 특약을 적용하며, 이 특약에서 정하지 않은
사항은 예금거래기본약관 및 입출금이 자유로운 예금약관을 적용합니다.
② 본 특약에서 “위탁증거금”이라 함은, 이 통장의 예금잔액 중 증권거래계좌와 관련하여 가입자가
증권사에 매수거래를 위탁한 때 증권사의 요청에 의해 이체 시까지 지급 정지한 자금을 말하는 것으로,
현금증거금만을 의미하며 재사용분 및 대용분을 제외합니다."
KB_bank,기타,「KB able Plus통장」 특약,2,가입대상,이 통장의 가입대상은 거주자로서 국민인 실명의 개인으로 합니다.
KB_bank,기타,「KB able Plus통장」 특약,3,예금과목,"이 통장의 예금과목은 보통예금, 저축예금으로 합니다."
KB_bank,기타,「KB able Plus통장」 특약,4,적용이율,이 통장의 적용이율은 결산일 현재 영업점에 고시한 예금과목별 기본이율을 적용합니다.
KB_bank,기타,「KB able Plus통장」 특약,5,예금의 구성 및 운용,"① 이 통장은 증권사의 증권거래계좌 및 CMA계좌와 함께 구성됩니다.
② 이 통장 및 증권거래계좌의 명의는 동일하여야 하며 신규 개설 시 최초 입금액은 제한이 없습니다.
③ 이 통장을 해지하거나 다른 통장으로 전환하는 경우에는 증권거래계좌 및 CMA계좌를 함께
해지하여야 하며, 증권거래계좌에 위탁증거금 등 권리관계가 존재하여 해지할 수 없는 사유가 발생한
경우에는 해지조건이 완성된 후 이 통장을 해지(또는 전환)합니다.
④ 이 통장은 통장자동대출(한도거래) 계좌로 사용할 수 없습니다."
KB_bank,기타,「KB able Plus통장」 특약,6,증권관련자금 등의 정산,"① 증권의 매수 및 청약 등에 의한 자금은 이 통장계좌를 통하여 정산되며, 이때 통장이나 지급청구서
없이 증권거래계좌로 이체합니다.
② 증권의 매도 등 증권거래계좌의 출금 가능한 자금은 즉시 이 통장으로 이체합니다."
KB_bank,기타,「KB able Plus통장」 특약,7,예금잔액 부족 때의 처리,"이 통장의 잔액이 제6조의 지급요청 금액에 미달되면 잔액 범위 내에서 지급하며, 부족자금이 입금되면
증권사의 요청에 따라 해당 금액을 지급합니다."
KB_bank,기타,「KB able Plus통장」 특약,8,증권매수자금 등의 지급정지,"이 통장의 잔액 중 증권거래계좌와 관련하여 이 통장 가입자가 증권사에 매수거래 등을 위탁한 때 이에
해당하는 자금(증권매수자금)중 위탁증거금은 증권사의 요청에 의해 이체 시까지 지급 정지합니다."
KB_bank,기타,「KB able Plus통장」 특약,9,금융거래정보 등의 제공,"이 통장 가입자는 은행이 이 통장과 관련된 금융거래정보 등을 증권사에 제공하는 것에 동의하며
증권거래계좌 개설에 따른 실명확인은 은행이 대행합니다."
KB_bank,기타,「KB able Plus통장」 특약,10,수수료면제 서비스,"이 통장 가입고객에게는 은행거래실적에 따라 수수료면제 서비스가 제공됩니다. 실적 발생 및
수수료면제는 이 통장 기준이며, 수수료면제 잔여횟수는 이월되지 않습니다.
① 면제조건: 전월 중 이 통장에서 아래 항목 중 하나 이상의 실적이 발생된 경우
② 면제기간: 이번 달 11일부터 다음 달 10일까지
③ 면제대상 수수료 및 면제횟수
④ 이 통장의 신규(전환)일로부터 다음 다음 달 10일까지는 면제조건에 관계 없이 수수료면제 서비스를
제공합니다."
