은행,예/적금 또는 대출,상품이름,조항,조항이름,조항내용
KB_bank,기타,「KB모임금고」 특약,1,적용범위,"「KB모임금고」(이하 “이 통장”)의 거래는 이 특약을 적용하며, 이 특약에서 정하지 않은 사항은
「예금거래기본약관」, 「입출금이자유로운예금약관」, 「KB모임통장 서비스 이용약관」을 적용합니다."
KB_bank,기타,「KB모임금고」 특약,2,가입대상,이 통장의 가입대상은 KB모임통장 서비스에 등록된 통장을 보유한 실명의 개인으로 합니다.
KB_bank,기타,「KB모임금고」 특약,3,예금과목,이 통장의 예금과목은 저축예금으로 합니다.
KB_bank,기타,「KB모임금고」 특약,4,가입의 제한,"① 이 통장은 KB모임통장 서비스에 등록된 통장(이하 “근거계좌”)을 통한 연결신규만 가능합니다.
② 이 통장은 근거계좌별 하나의 계좌만 개설할 수 있으며, 1인 최대 3계좌까지 개설할 수 있습니다.
③ 이 통장은 신규시 0원계좌로만 개설 가능합니다."
KB_bank,기타,「KB모임금고」 특약,5,입금의 제한,"① 이 통장은 최대 1천만원까지 입금 가능합니다.
② 이 통장은 근거계좌에서의 이체를 통해서만 입금이 가능하며, 그 외의 입금은 모두 제한됩니다."
KB_bank,기타,「KB모임금고」 특약,6,출금의 제한,"이 통장은 근거계좌로의 이체를 통해서만 출금이 가능하며, 그 외의 출금은 모두 제한됩니다."
KB_bank,기타,「KB모임금고」 특약,7,거래의 제한,"① 이 통장은 근거계좌의 이체를 통한 입금과 출금 발생 시 전자금융의 1일 한도와 1회 한도가
적용되며 해당 한도를 초과하는 경우 이체가 제한됩니다.
② 이 통장은 카드결제, 공과금 결제 등 결제성 계좌이체 등록 및 자동이체 등록이 불가합니다.
③ 이 통장의 근거계좌에 입금 또는 출금제한 사유(압류, 가압류 등)가 발생한 경우 이 통장으로의
이체 또는 이 통장에서의 이체가 제한될 수 있습니다."
KB_bank,기타,「KB모임금고」 특약,8,이자계산방법 및 지급,"이 통장의 이자는 매일의 최종잔액을 평균하여 결산일 현재 영업점 및 KB국민은행 홈페이지에 고시
한 이율로 계산하며 예금일(또는 지난 원가일)부터 원가일(또는 지급일) 전날까지를 이자 계산기간으
로 보고, 매월 둘째 금요일 다음날(원가일) 원금에 더합니다.
단, 고객이 원가일(또는 지급일)전에 이자받기를 신청한 경우, 예금일(또는 지난 원가일)부터 이자받
기 신청 전일까지의 이자를 바로 수령할 수 있습니다."
KB_bank,기타,「KB모임금고」 특약,9,기본이율,"이 통장의 기본이율은 결산일(매월 둘째 금요일) 현재 영업점 및 KB국민은행 홈페이지에 고시한 이
율을 적용합니다."
KB_bank,기타,「KB모임금고」 특약,10,우대이율,"매월 결산일 기준으로 이 통장 근거계좌의 KB모임통장 서비스에 참여 중인 모임원이 있는 경우 우대
이율을 적용합니다."
KB_bank,기타,「KB모임금고」 특약,11,거래방법,"① 이 통장은 KB스타뱅킹을 통해 가입이 가능합니다.
② 이 통장은 KB스타뱅킹, 인터넷뱅킹, 영업점을 통해 해지가 가능합니다."
KB_bank,기타,「KB모임금고」 특약,12,제한사항,"① 이 통장은 상속 또는 양도에 의한 명의변경이 불가합니다.
② 이 통장은 비과세종합저축 가입이 불가합니다.
③ 근거계좌의 해지를 위해서는 이 통장의 해지가 먼저 필요하며, 이 통장의 해지 시 해지원금 및
이자는 근거계좌로 입금됩니다.
④ KB국민은행(이하 “은행”)은 이 통장의 이용과 관련하여 KB모임통장 서비스 이용자간 또는 그와
제3자 상호간에 발생한 거래, 분쟁에 대하여 개입할 의무가 없으며 은행의 고의 또는 과실이
없는 한 책임의 전부 또는 일부를 지지 않습니다."
