은행,예/적금 또는 대출,상품이름,조항,조항이름,조항내용
KB_bank,기타,『KB부가세납부전용통장』특약,1,약관의 적용,"KB부가세납부전용통장(이하 “이 통장”이라 합니다)거래는 이 특약을 적용하고, 이 특약에서
정하지 않은 사항에 대해서는 입출금이자유로운예금약관, 예금거래기본약관을 적용합니다."
KB_bank,기타,『KB부가세납부전용통장』특약,2,예금과목,이 통장의 예금과목은 보통예금 또는 기업자유예금으로 합니다.
KB_bank,기타,『KB부가세납부전용통장』특약,3,가입대상,"이 통장의 가입대상은 개인사업자 및 법인으로 대통령령이 정하는 다음 각 호의 어느 하나에
해당하는 물품 또는 용역을 공급하거나 공급받으려는 사업자(법인 및 사업자등록증을 소지한
개인사업자) 또는 수입하려는 사업자 입니다.
1. 조세특례제한법 시행령으로 정하는 형태·순도 등을 갖춘 지금
2. 조세특례제한법 시행령으로 정하는 형태·순도 등을 갖춘 금제품
3. 조세특례제한법 시행령으로 정하는 금 관련 웨이스트와 스크랩
4.「관세법」제84조에 따라 기획재정부 장관이 고시한 「관세·통계통합품목분류표」중
비철금속류의 웨이스트 및 스크랩과 잉곳 또는 이와 유사한 재용해 비철금속류의 웨이스트와
스크랩으로부터 제조된 괴상의 주조물
5.「관세법」제84조에 따라 기획재정부 장관이 고시한 「관세·통계통합품목분류표」중 철의
웨이스트와 스크랩, 철강의 재용해용 스크랩 잉곳 또는 그 밖에 이와 유사한 것으로서
조세특례제한법 시행령으로 정하는 물품
6.「관광진흥법」제2조의 제2호에 따른 관광사업자가 다른 관광사업자 또는「관세법」 제196조에
따른 보세판매장의 특허를 받은 면세점사업자에게 관광객을 면세점에 유치하는 용역으로서
조세특례제한법 시행령으로 정하는 송객용역"
KB_bank,기타,『KB부가세납부전용통장』특약,4,가입용도,"이 통장은 조세특례제한법 제106조의 4, 제106조의 9, 제106조의 11에 따라 사업자간 금 관련
제품 또는 구리, 철, 기타비철금속 스크랩등, 면세점송객용역 거래 시 매매대금의 결제와
부가가치세 납부를 원활히 지원하는 계좌입니다."
KB_bank,기타,『KB부가세납부전용통장』특약,5,적용이율,"이 통장의 이율은 결산일 현재 영업점에 고시한 보통예금 또는 기업자유예금의 기본이율을
적용합니다."
KB_bank,기타,『KB부가세납부전용통장』특약,6,예금의 신규,"이 통장을 가입하는 사업자는 거래물품 또는 용역 종류별(금거래계좌, 스크랩등거래계좌,
면세점송객용역 거래계좌)로 하나의 금융회사를 지정하여 거래하여야 하며, 지정 금융회사 내에서
여러 개의 계좌를 신규 할 수 있습니다."
KB_bank,기타,『KB부가세납부전용통장』특약,7,거래 이용매체,"매매대금의 원활한 결제를 위해 이 통장 개설 후 아래의 이용매체를 사용하여 매매대금을
결제합니다. 이용매체의 종류는 사업자의 거래 편의를 위해 향후 변경 또는 추가 될 수 있습니다.
1. 영업점 창구
2. 기업인터넷뱅킹
3. KB스타기업뱅킹"
KB_bank,기타,『KB부가세납부전용통장』특약,8,예금의 전환,"고객 요청 시 다음 각 호의 방법으로 기 보유 KB국민은행 기업자유예금 또는 보통예금에서
KB부가가치세 매입자 납부전용통장으로 전환이 가능합니다.
1. 영업점 창구 서면 요청
2. 기업인터넷뱅킹에서 전환 신청
3. KB스타기업뱅킹에서 전환 신청"
KB_bank,기타,『KB부가세납부전용통장』특약,9,간이과세자의 신규,"간이과세자에 해당하는 고객은 간이과세자임을 증명할 수 있는 사업자등록증을 영업점 창구에
제출하고 영업점 창구에서 전환 또는 신규 시에만 별도 세율 적용이 가능합니다."
KB_bank,기타,『KB부가세납부전용통장』특약,10,매매대금의 흐름,"① 매입자는 관련 제품 또는 용역 매매 시 본인의 KB부가세납부전용통장으로 매매에 필요한
금액을 사전에 입금하여야 하며 제7조의 이용매체를 통한 결제 시 매입자의
KB부가세납부전용통장에서 공급가액과 부가가치세가 출금되어 공급가액은 매출자의
전용계좌로 입금되고, 부가가치세액은 매출자 거래은행의 ‘부가가치세 매입자 납부계정’으로
입금됩니다.
② 이 때 조세특례제한법 및 동법 시행령과 동법 시행규칙에 의거 해당 사업자에게 정산·환급
세액이 발생한 경우 동 세액은 해당 사업자의 KB부가세납부전용통장으로 입금됩니다."
