은행,예/적금 또는 대출,상품이름,조항,조항이름,조항내용
KB_bank,기타,주택청약종합저축 약관,1,약관의 적용,"① 주택청약종합저축(이하 ‘이 저축’이라 한다) 거래는 이 약관 및 예금거래기본약관,
적립식예금약관을 적용합니다.
② 제1항의 약관에서 정하지 않은 사항은 「주택법」, 「주택공급에 관한 규칙」, 「조세
특례제한법」, 「소득세법」 및 「국고금 관리법」에서 정한 바에 따릅니다."
KB_bank,기타,주택청약종합저축 약관,2,가입대상,"① 이 저축의 가입대상은 국민인 개인(국내에 거주하는 재외동포 포함)이나 외국인
거주자로서 연령에 제한없이 가입이 가능합니다.
② 이 저축의 가입은 청약저축, 청약예금, 청약부금을 포함하여 전 금융기관 1인 1계
좌에 한합니다."
KB_bank,기타,주택청약종합저축 약관,3,납입기간,"이 저축의 납입기간은 가입한 날부터 국민주택(분양전환되지 않는 임대주택은 제외)
과 민영주택의 입주자로 선정된 날까지로 합니다."
KB_bank,기타,주택청약종합저축 약관,4,월 납입금,"이 저축의 월 납입금은 매월 약정납입일에 2만원 이상 50만원 이하로 합니다. 다만,
월 납입금의 총액이 「주택공급에 관한 규칙」에서 정한 민영주택 청약 예치기준금액의
최대한도인 1,500만원에 이를 때까지는 50만원을 초과하여 납입할 수 있습니다."
KB_bank,기타,주택청약종합저축 약관,5,이자 등,"① 이 저축의 이자는 입금한 월 납입금에 대하여 입금일부터 해지일 전일까지의 실
예치일수에 관계 법령에서 정하는 이율을 적용하여 원금과 함께 지급합니다. 다만,
가입일부터 1월 이내에 이 저축을 해지하는 경우에는 이자를 지급하지 아니합니다.
② 이 저축은 만기가 없는 상품으로서 중도해지이율 및 만기후 이율은 적용하지 않
습니다."
KB_bank,기타,주택청약종합저축 약관,6,지급시기,이 저축의 원금 및 이자는 가입자가 이 저축을 해지할 때 일시에 지급합니다.
KB_bank,기타,주택청약종합저축 약관,7,전환신규,"기존 ‘청약예금, 청약부금, 청약저축’을 보유한 고객이 제2조제1항의 가입자격을 갖춘
경우 이 저축으로 전환신규가 가능하며, 전환신규한 계좌의 납입횟수, 저축총액, 가입기
간은 「주택공급에 관한 규칙」의 기준을 따릅니다."
KB_bank,기타,주택청약종합저축 약관,8,계좌부활,"이 저축을 사용하여 당첨자로 선정되어 해약한 자가 사업주체의 파산으로 당해 주택
에 입주할 수 없게 될 경우 등 「주택공급에 관한 규칙」에서 정한 부활사유에 해당하
는 경우 동 계좌를 부활할 수 있습니다."
KB_bank,기타,주택청약종합저축 약관,9,소득공제,"이 저축은 소득공제 가능한 상품으로 「조세특례제한법」 제87조에서 정한 요건에 해
당하는 경우 소득공제 받으실 수 있습니다."
KB_bank,기타,주택청약종합저축 약관,10,양도 및 질권설정,이 저축은 양도하거나 제3자 담보제공을 위한 질권설정을 할 수 없습니다.
KB_bank,기타,주택청약종합저축 약관,11,기타,"이 저축은 「금융소비자 보호에 관한 감독규정」 제2조제1항이 정하는 바에 따라
「금융소비자 보호에 관한 법률」의 적용을 받지 않습니다."
