은행,예/적금 또는 대출,상품이름,조항,조항이름,조항내용
KB_bank,기타,「KB마이핏통장」 특약,1,적용범위,"① “KB마이핏통장(이하 ‘이 통장’이라 합니다)” 거래는 이 특약을 적용하며, 이 특약에서 정하지 않은 사항은
예금거래기본약관 및 입출금이 자유로운 예금약관을 적용합니다.
② 이 통장의 거래에 있어서 발생하는 전자금융거래에 관한 사항은 「전자금융거래기본약관」을 적용합니다."
KB_bank,기타,「KB마이핏통장」 특약,2,가입대상,"① 이 통장의 가입대상은 만 18세 이상 만 38세 이하 실명의 개인(개인사업자 불포함)으로,
순수개인 및 관련서류 미제출 임의단체 명의로 가입 가능하며, 개인사업자 명의로 가입은 불가합니다.
② 신규/전환 가입 후에는 가입대상 연령과 관계 없이 이 통장을 계속하여 이용 가능합니다.
③ 이 통장은 1인 1계좌만 가입이 가능하며, 공동명의로 가입이 불가합니다."
KB_bank,기타,「KB마이핏통장」 특약,3,예금과목,이 통장의 예금과목은 저축예금으로 합니다.
KB_bank,기타,「KB마이핏통장」 특약,4,전환가입,"사용 중인 저축예금 통장에서 이 통장으로 전환가입이 가능합니다. 다만, 공동명의 계좌, KB증권통장 및
MMDA통장의 경우 이 통장으로 전환가입이 불가합니다."
KB_bank,기타,「KB마이핏통장」 특약,5,적용이율,"① 이 통장의 기본이율은 결산일(매년 2월, 5월, 8월, 11월의 둘째 금요일) 현재 영업점 또는 KB국민은행
홈페이지에 게시한 기본이율을 적용합니다.
② 이 통장의 가입고객이 제8조의 머니쪼개기 서비스에 따라 [비상금]을 설정하고, 이 통장에서 결산일이 속한
월의 전월 말일 기준 직전 3개월 동안 2개월 이상 거래실적이 다음 각 호 중 1가지 이상 해당하는 경우,
이자계산기간동안 매일의 [비상금] 최종잔액에 대하여 결산일 현재 영업점 또는 KB국민은행 홈페이지에
게시한 비상금이율을 적용합니다.
1. 이 통장에 급여(지정)일을 등록하고, 지정한 일자(전후 1영업일 포함 3영업일)에 건별 50만원 이상 금액이
입금(이체)된 경우 (※ 단, 지정한 일자가 휴일인 경우에는 전 영업일을 지정일로 합니다.)
2. 아래의 급여성 적요가 기재되어 건별 50만원 이상 금액이 입금(이체)된 경우
ㅇ 월급/급여/수당/급료/상여/보너스/봉급/연금/성과급/보로금/임금/Salary/Bonus/Pay
3. 급여이체계약(신청)에 의해 KB국민은행 급여이체전산(선일자, 탑라인, 기업인터넷뱅킹 등)을 통해 건별
50만원 이상 금액이 입금(이체)된 경우
③ 다만 본 조 제②항의 1호 및 2호의 경우 KB국민은행 본인계좌(개인사업자 계좌 포함)에서 이체된 건과
KB국민은행 영업점 또는 자동화기기에서 본인명의로 입금(이체)된 건은 실적에서 제외됩니다.
④ 본 조 제②항에 의해 비상금이율을 적용할 경우 기본이율은 적용하지 않습니다.
⑤ 고객의 입금 금액 정정 요청 등 부득이한 사유로 KB스타뱅킹앱의 비상금 거래내역에 표시된
비상금 잔액보다 실제 비상금 잔액이 더 적은 경우 실제 잔액에 대하여 비상금이율을 적용합니다."
KB_bank,기타,「KB마이핏통장」 특약,6,전환계좌의 이율적용 기준,"① 다른 통장에서 이 통장으로 전환가입한 경우에는 전환일이 속한 이자계산기간에 대해서는 기존 통장의
이율을 적용하고, 그 다음 이자계산기간부터 제5조에서 정한 이율(이하 “이 통장의 이율”이라 합니다)을
적용합니다.
② 이 통장에서 다른 통장으로 전환한 경우에는 전환일이 속한 이자계산기간에 대해서는 이 통장의 이율을
적용하고, 그 다음 이자계산기간부터 전환된 통장의 이율을 적용합니다."
KB_bank,기타,「KB마이핏통장」 특약,7,수수료면제 혜택,"① 이 통장에서 전월(1일~말일) 거래실적이 다음 각 호 중 1가지 이상 해당하는 경우, 이번 달 11일부터
다음 달 10일까지 이 통장에서 발생한 전자금융(인터넷뱅킹, 폰뱅킹, 모바일뱅킹) 다른은행 이체 수수료,
KB국민은행 ATM 다른은행 이체 수수료, KB국민은행 ATM 시간외 출금수수료 및 다른은행 ATM
출금 수수료를 면제합니다.
※ 단, 다른은행 ATM의 경우 은행 외부에 설치된 다른은행 제휴ATM 및 효성/나이스/한네트 등
VAN사 ATM은 제외됩니다.
1. 제5조의 비상금이율 적용조건에 해당하는 급여(지정)일 입금 실적
2. KB국민카드(신용·체크·KB국민비씨카드 포함) 결제실적(현금서비스 포함)
② 통장의 신규/전환일로부터 다음 다음달 10일까지는 거래실적에 관계 없이 제①항의 수수료를 면제합니다."
KB_bank,기타,「KB마이핏통장」 특약,8,머니쪼개기 서비스,"① 이 통장 가입 고객에게는 통장 잔액을 기본비/생활비/비상금으로 나누어 관리할 수 있는 머니쪼개기 서비스가
제공됩니다. 기본비는 자동으로 설정되며, 생활비/비상금은 필요에 따라 설정·해제 가능합니다.
- 모든 입금과 출금을 자유롭게 거래
- KB체크카드로 쓸 돈을 따로 정해 계획적인 소비 관리
- 비상 시 쓸 돈을 비상금이율 혜택 받으며 따로 보관 (최대 2백만원까지 설정 가능)
※ 비상금이율 적용조건 충족 시 비상금으로 설정된 금액에 대해 비상금이율 적용
② 머니쪼개기 서비스는 KB스타뱅킹앱에서 이용 가능합니다.
③ 머니쪼개기 서비스 이용방법은 다음 각 호와 같습니다.
1. 이 통장의 모든 입금과 출금은 [기본비]에서 거래되며, [생활비]를 설정한 경우 KB체크카드로 이용한
체크승인금액* 결제는 [생활비] 잔액 내에서만 가능합니다. 또한 [기본비]에서 출금가능한 잔액이 부족한
때에는 연체방지 등을 위해 금액이동 없이, 부족한 금액만큼 [생활비]에서 출금됩니다.
(* KB체크카드의 현금카드 기능 및 후불교통카드 기능 이용금액 제외)
2. 비상금] 잔액은 현금출금, 송금, 자동이체, 신용/체크카드 결제, 공과금·보험료·휴대폰대금 결제 등  [
모든 출금이 불가합니다.
3. 기본비/생활비/비상금간 [금액이동]하여 기본비/생활비/비상금 잔액을 변경합니다.
④ 다른 통장에서 이 통장으로 전환가입하는 경우 전환가입 후 처음 도래하는 결산일 다음날부터
[비상금] 설정이 가능합니다.
⑤ 이 통장에 종합통장자동대출을 설정한 경우 또는 통장을 양도/상속한 경우 [생활비/비상금] 이용이 제한되며,
[생활비/비상금]은 자동으로 해제됩니다."
KB_bank,기타,「KB마이핏통장」 특약,9,거래방법,"① 이 통장의 신규/전환은 영업점, KB스타뱅킹앱을 통해 가능합니다.
② 이 통장의 머니쪼개기 서비스는 KB스타뱅킹앱에서만 이용 가능합니다.
③ 이 통장의 해지는 영업점, KB스타뱅킹앱 및 인터넷뱅킹에서 가능합니다."
KB_bank,기타,「KB마이핏통장」 특약,10,제한사항,이 통장에서 다른 통장으로 전환한 경우 다음 결산일까지 이 통장으로 재전환이 불가합니다.
