은행,예/적금 또는 대출,상품이름,조항,조항이름,조항내용
KB_bank,기타,『KB 하도급지킴이통장』특약,1,약관의 적용,"KB하도급지킴이통장(이하 “이 통장”이라 합니다)거래는 이 특약을 적용하고, 이 특약에서 정하지
않은 사항은 예금거래기본약관 및 입출금이자유로운예금약관을 적용합니다."
KB_bank,기타,『KB 하도급지킴이통장』특약,2,가입대상,이 통장의 가입대상은 법인 및 개인사업자로 합니다.
KB_bank,기타,『KB 하도급지킴이통장』특약,3,예금과목,이 예금의 예금과목은 기업자유예금으로 합니다.
KB_bank,기타,『KB 하도급지킴이통장』특약,4,기본이율,이 통장의 기본이율은 결산일 현재 영업점에 고시한 기업자유예금 기본이율을 적용합니다.
KB_bank,기타,『KB 하도급지킴이통장』특약,5,제한사항,"이 통장의 출금은 정부, 지방자치단체, 공공기관, 기업 등이 운영하는 정부계약 하도급관리시스템,
대금e-바로, 클린PAY, 한수원PMS 등 기타 이와 유사한 하도급관리시스템의 이체요청을 통해서만
이루어지며, 창구 및 자동화기기, 인터넷뱅킹 등 비대면 채널을 통한 출금은 불가능 합니다.
(단, 예금잔액이 일십만원 미만인 경우 하도급관리시스템의 이체요청 없이 해지 가능합니다.)"
KB_bank,기타,『KB 하도급지킴이통장』특약,6,우대서비스,"이 통장을 보유한 경우 아래의 수수료를 면제합니다.
① 하도급관리시스템을 이용하여 발생하는 이체수수료
② 하도급관리시스템을 통한 조회서비스 이용수수료"
