은행명,상품종류,상품이름,조항,조항이름,조항내용
우리은행,대출,『 기 업 간 e - 구 매 전 자 결 제 서 비 스 』 이 용 약 관,제4조,(업무처리 기본절차),"①""일반거래""는다음각호의절차로이루어집니다.
1. “은행”은 “e-MP”로부터 매매계약정보와 “e-MP 중개수수료” 금액을 통보받아, 이를 “은행”
의 인터넷 등 전자적 방법을 이용하여 “거래기업”에게 통보합니다.
2. “거래기업”은 통보된 매매계약정보를 확인하고, 실제 매매계약정보와 다른 경우에는 “e- MP”를 통하여 “재접수” 또는 “매매계약변경/취소”를 합니다.
3. “구매기업”은 매매계약시 정한 “결제예정일” 또는 그 이전에 “은행”에 “지급지시”를 합니
다.
(8 - 2)

4. ""은행""은 당해 구매대금을 판매기업의 입금계좌에 직접 입금처리하거나, ""결제수단""별 약 정내용에 따라 결제처리합니다.
② ""매매보호거래""는 다음 각호의 절차로 이루어집니다.
1. ""은행""은 ""e-MP""로부터 매매계약정보와 ""e-MP 중개수수료"" 금액을 통보받아, 이를 ""은행""의 인터넷 등 전자적 방법을 이용하여 ""거래기업""에게 통보합니다.
2. ""거래기업""은 통보된 매매계약정보를 확인하고, 실제 매매계약정보와 다른 경우에는 ""e- MP""를 통하여 ""재접수"" 또는 ""매매계약변경/취소""를 합니다.
3. ""구매기업""은 ""결제예정일"" 또는 그 이전에 ""은행""에 ""지급위탁""을 합니다.
4. ""은행""은 ""구매기업""의 ""지급위탁""사실을 ""은행""의 인터넷 등 전자적 방법을 이용하여 ""판 매기업""에게 통보합니다.
5. ""구매기업""은 ""인수통지예정일"" 또는 그 이전에 ""판매기업""으로부터 배송받은 ""물품""을 검 수한 후 ""은행""에 ""인수확인""을 합니다.
6. ""은행""은 당해 구매대금의 ""지급위탁""된 금전을 판매기업의 입금계좌에 직접 입금처리하거 나, ""결제수단""별 약정내용에 따라 결제처리합니다.
③ ""결제수단""별 세부 처리 및 대출실행과 관련한 절차와 방법은 ""은행""에서 별도로 정하는 바에 따릅니다.
④ ""매매보호거래""에서 ""은행""에 ""지급위탁""된 구매자금(현금)은 ""구매기업""이 ""인수확인""을
기 전까지 ""은행""이 보관하기로 하고, 관련된 예금의 이자 등은 ""거래기업""에 지급하지 않기
로 합니다."
우리은행,대출,『 기 업 간 e - 구 매 전 자 결 제 서 비 스 』 이 용 약 관,제 5 조,(변경처리절차),"① ""거래기업""이 ""재접수"", ""매매계약변경"", ""매매계약취소"", ""지급위탁변경"", ""지급위탁취소""를 하고자 할 경우에는 ""e-MP""에 의뢰한 후 ""e-MP""의 승인 및 ""e-MP""의 ""은행""에 대한 통보의 절
차 및 순서로 이루어집니다.
② ""매매보호거래""에서 ""구매기업""의 ""지급위탁""에 의해 ""은행""에 구매대금이 위탁완료된 이후 에는 제 1 항에 추가하여 ""거래기업""이 모두 이를 승인하여야 그 절차가 완료됩니다.
③ ""매매보호거래""에서 ""지급위탁""이 이루어진 상태에서 ""매매계약변경"" 및 ""매매계약취소""의 절차가 완료된 경우에는 ""지급위탁변경"" 및 ""지급위탁취소""의 절차까지 완료된 것으로 봅니다."
우리은행,대출,『 기 업 간 e - 구 매 전 자 결 제 서 비 스 』 이 용 약 관,제 6 조,(변경처리의 제한 등),"① ""일반거래""에서 ""구매기업""의 ""지급지시""에 따라 당해 구매대금이 ""판매기업""에게 지급완료
된 이후에는 제 5 조의 내용을 적용할 수 없습니다.
② ""매매보호거래""에서 ""지급위탁""이 이루어진 이후에는 ""매매계약변경"" 및 ""매매계약취소""만 가능하도록 합니다.
③ ""매매보호거래""에서 ""지급위탁""이 이루어진 이후에는 ""지급위탁""된 금액을 증액하는 ""매매계 약변경""은 허용되지 아니합니다.
④ ""거래기업""의 일방은 제 5 조 제 2 항에 따라 승인의 의사표시를 한 후에도 매매계약의 상대 (8 - 3)

방이 승인하기 전까지는 제 5 조 제 2 항에 따라 기 행한 승인의 의사표시를 취소할 수 있습니
다.
⑤ ""거래기업""은 ""e-MP""에 대한 변경의뢰, ""e-MP""의 승인 등 ""e-MP""가 제 5 조 제 1 항에 따라 ""은행""에 통보하기 이전의 절차에 대하여는 당해 ""e-MP""와 별도로 약정하여야 하며, ""은행""은 이와 관련하여 아무런 책임을 지지 아니합니다."
우리은행,대출,『 기 업 간 e - 구 매 전 자 결 제 서 비 스 』 이 용 약 관,제 7 조,(결제방법 등),"① ""지급지시"" 또는 “지급위탁""에 수반되어야 하는 “구매기업""의 구매대금 결제는 다음 각 호에
서 정한 방법 중에서 이루어져야 합니다.
1. 판매기업으로 계좌이체
2. 매매보호거래의 경우 “은행일시예치계좌""으로 입금
3. 구매전용카드의 승인 또는 승인위탁
4. 외상매출채권의 발행 또는 발행위탁
5. 구매자금대출 인수/결제
② ""은행""은 ""구매기업""이 제 1 항의 1 호 및 2 호에 의한 방법을 이용할 경우에, ""지급지시"" 또는 ""지급위탁""시점의 현금화된 자금에 대해서만 ""구매기업""이 결제수단별 약정시 지정한 계좌(이 후 ""결제계좌""라 합니다)에서 별도의 통장 청구서 없이 당해 구매대금을 출금한 후 동 금 액을 ""판매기업""이 결제수단별 약정시 지정한 계좌(이후 ""입금계좌""라 합니다)에 입금합니다.
③ ""은행""은 매매계약정보에 대하여 원칙적으로 ""주문번호"" 단위로 관리하나, ""구매기업""의 ""지 급지시"", ""지급위탁"" 및 ""인수확인""시 동일한 ""주문번호""에 ""결제스케쥴번호""가 수개인 경우에
는 ""구매기업""이 선택한 ""결제스케쥴번호"" 단위로 결제합니다.
④ ""은행""은 계좌이체시 또는 ""은행일시예치계좌""로의 입금시 ""출금계좌""의 출금가능금액이 결 제금액보다 적을 경우에 제 4 조에 따른 결제절차를 더 이상 진행하지 아니합니다.
⑤ ""현금""결제시 ""결제예정일""로 지정된 날까지 ""지급지시"" 및 ""지급위탁""이 이루어지지 않거나 ""인수통지예정일""까지 ""인수확인""이 이루어지지 않을 경우, ""거래기업""은 ""결제예정일""이나 ""인수통지예정일""을 장래의 날로 변경하는 ""매매계약경""절차를 진행하여야 하며, ""은행""은 이러한 ""매매계약변경""이 이루어지지 않는 한 당해 건에 대하여 제 4 조에 따른 결제절차를
더 이상 진행하지 아니합니다.
⑥ 제 5 항의 경우 ""은행""은 ""지급위탁""된 자금의 인출을 보류하고 제 8 조에서 정한 바에 따라 처리합니다.
⑦ 구매기업은 본인이 신청하는 구매론이 대·중소기업 상생협력 촉진에 관한법률상 납품대금
의 지급수단일 경우 납품대금의 결제일을 물품등을 받은 날부터 60일 이내의 최단기간으로 정해야 하며, 만약 60일을 초과할 경우 그 초과기간에 대한 할인료를 판매기업에 지급해야 합니다.
⑧ 구매기업은 본인이 신청하는 구매론이 하도급거래 공정화에 관한 법률상 하도급대금의 지급 수단일 경우 하도급대금의 결제일을 물품등을 받은 날부터 60일 이내의 최단기간으로 정해 하며, 만약 60일을 초과할 경우 그 초과기간에 대한 할인를 판매기업에 지급해야 합니다.
(8 - 4)"
우리은행,대출,『 기 업 간 e - 구 매 전 자 결 제 서 비 스 』 이 용 약 관,제 8 조,(“지급위탁”된 자금의 처리),"① ""은행""은 다음 각호의 1 에 해당하는 사유가 발생하는 경우에 ""지급위탁""된 자금을 인출하여 ""판매기업""의 ""입금계좌""에 입금처리합니다.
1. ""구매기업""이 ""인수통지예정일""까지 ""구매물건인수통지""를 하는 경우
2. ""구매기업""의 서면에 의한 동의가 있는 경우
3. 법원의 확정판결 등에 의하여 원인관계(매매계약관계)상 ""지급위탁""된 자금을 ""판매기업"" 에게 지급하는 것이 정당하다고 인정되는 경우
② ""은행""은 다음 각호의 1 에 해당하는 사유가 발생하는 경우에 ""지급위탁""된 자금 중 해당 금 액을 ""구매기업""에게 반환합니다.
1. ""매매계약변경"" 및 ""지급위탁변경""에 의하여 ""지급위탁""된 자금이 감액된 경우
2. ""매매계약취소"" 및 ""지급위탁취소"" 절차가 완료된 경우
3. ""판매기업""의 서면에 의한 동의가 있는 경우
4. 법원의 확정판결 등에 의하여 원인관계(매매계약관계)상 ""지급위탁""된 자금을 ""구매기 업""에게 반환하는 것이 정당하다고 인정되는 경우"
우리은행,대출,『 기 업 간 e - 구 매 전 자 결 제 서 비 스 』 이 용 약 관,제 9 조,(정보통보 등),"① ""은행""은 ""거래기업”이 개별 당사자에 관련되는 ""서비스”절차 진행상황을 ""은행”의 인터넷등
을 통해 확인할 수 있도록 하여야 하며, ""거래기업”은 본인의 거래결과와 정보가 일치하는지 여부를 확인하여야 합니다.
② ""거래기업”은 ""거래기업”의 임직원이 고의 또는 전산조작오류 등의 과실로 ""서비스”이용을 위해 본 약관에 의해 의사표시를 행한 경우, ""은행”은 거래기업의 정당한 의사표시로 간주하여 그에 따르며 손해가 발생한 경우 의사표시한 각 ""거래기업”의 책임으로 합니다.
③ ""은행”은 ""거래기업”의 요구가 있을 경우 ""서비스”절차 진행상황을 이메일 통보할 수 있으며,
이 경우 ""거래기업”은 수신받을 이메일 주소를 사전에 등록하여야 합니다."
우리은행,대출,『 기 업 간 e - 구 매 전 자 결 제 서 비 스 』 이 용 약 관,제 10 조,(수수료),"① ""e-MP 중개수수료""의 금액 및 요율 산정 및 게시에 관한 사항은 ""e-MP""와 ""거래기업""간에 결정하며, ""은행""은 일체 관여하지 않습니다. 다만, ""e-MP""를 대신하여 ""거래기업""으로부터 동 수수료를 징수할 경우에는 ""e-MP""로부터 수신한 매매계약정보 내에 지정되어 있는 수수료 금 액만큼을 징수하여 사전에 등록되어있는 ""e-MP""의 입금계좌에 입금하기로 합니다.
② ""e-구매결제수수료""는 구매결제금액에 따라 거래기업과 은행이 체결한 수수료약정(서비스이 용신청서 별도 작성)에 따르며, 은행이 동 수수료를 변경하고자 할 때에는 그 내용을 수수료 징구대상 거래기업 등에 이메일 통지하거나, 변경사실을 ""은행""의 인터넷 또는 해당 ""e-MP""의 인터넷에 변경 1 개월 전에 게시하여 1 개월동안 알립니다.
③ ""은행""이 ""e-MP""를 대신하여 ""거래기업""으로부터 ""e-MP 중개수수료""를 징수할 경우, ""e-MP"" 로부터 ""은행""에 매매계약정보가 도달하는 최초 시점에서 ""거래기업""의 ""출금계좌"" 또는 ""입 금계좌""에서 인출합니다.
(8 - 5)

④ ""은행""은 지정된 계좌의 잔액이 부족하여 본조에 따른 ""수수료""를 징수하지 못한 ""거래기업""
에 대하여는 ""서비스""의 제공을 중단할 수 있습니다."
우리은행,대출,『 기 업 간 e - 구 매 전 자 결 제 서 비 스 』 이 용 약 관,제 11 조,(정보제공 동의),"은행은 다음 각호에 해당하는 내용을 ""e-MP""에 통지할 수 있으며, ""거래기업""은 이러한 ""은행""
의 통지에 동의합니다.
1. 매매계약내용 접수, ""재접수"", ""매매계약변경"", ""매매계약취소"", ""지급위탁취소"" 등 ""e-MP""가 ""서비스""의 원활한 절차진행을 위하여 ""은행""에 통보하는 사항에 대한 ""은행""의 수신응답
2. ""지급지시"", ""지급위탁"", ""인수확인"" 사실
3. ""재접수"", ""매매계약변경"", ""매매계약취소"", ""지급위탁취소""에대한""거래기업""의승인통지사.
실.
4. 기타 ""서비스""의 원활한 절차진행을 위하여 필요한 사항"
우리은행,대출,『 기 업 간 e - 구 매 전 자 결 제 서 비 스 』 이 용 약 관,제 12 조,(신고사항의 변경),"① ""거래기업""은 ""서비스""가입을 위한 등록정보, 결제수단별 약정시 등록정보 및 각종 거래정보 수신을 위한 본인의 연락처 등을 변경하고자 할 때에는 서면 또는 ""은행""에서 정한 전산상의 방법을 통하여 ""은행""에 신고하여야 합니다.
② 신고사항의 변경은 ""은행""이 제 1 항의 신고를 접수하고 전산작업에 요구되는 합리적인 시간
이 지난 후에 그 효력이 생깁니다."
우리은행,대출,『 기 업 간 e - 구 매 전 자 결 제 서 비 스 』 이 용 약 관,제 13 조,(서비스 이용의 제한),"""은행""은 거래기업이 공인인증기관이 발급한 유효한 인증서를 사용하지 아니한 때에는 ""서비스"" 이용을 제한할 수 있습니다."
우리은행,대출,『 기 업 간 e - 구 매 전 자 결 제 서 비 스 』 이 용 약 관,제 14 조,(이용계약의 해지),"① ""거래기업""은 ""서비스""이용계약을 해지하고자 할 때에 서면으로 ""은행""에 해지의사를 통지하 여야 합니다.
② ""거래기업""은 ""은행""이 ""e-MP""로부터 통보받아 ""은행""의 인터넷에 게시한 매매계약건과 관 련하여 이 약관에 따른 전자결제 절차를 모두 완료한 후에야 제 1 항에 따라 해지할 수 있습 니다."
우리은행,대출,『 기 업 간 e - 구 매 전 자 결 제 서 비 스 』 이 용 약 관,제 15 조,(면책),"① ""은행""은 ""e-MP""로부터 통보받은 대로 ""은행""의 인터넷에 게시한 매매계약 등의 내용(""재접 수"", ""매매계약변경"", ""매매계약취소"", ""지급위탁취소"" 등 일체의 경우를 말합니다)에 관하여는
그 진위를 보장하지 아니하며, ""거래기업""이 제 4 조 소정의 확인 및 조치를 취하지 아니하는
등 그 진위 여부를 확인하지 아니한 채 이 약관에 따른 거래를 하여 발생한 손해에 대하여는 책임지지 아니합니다.
(8 - 6)

② ""은행""은 ""판매기업""이, ""은행""이 아닌 제 3 자를 통하여 확인한 ""지급위탁""사실을 신뢰하여 ""물품""을 배송함으로써 발생한 손해에 대해서는 책임지지 아니합니다.
③ ""은행""은 ""물품""의 배송, 운송, 하자, 반품 등 원인관계(매매계약관계)에 일체 관여하지 아니 하며 이에 대하여 아무런 책임을 지지 아니합니다.
④ ""은행""은 ""거래기업""이 제 8 조 제 1 항의 동의 또는 통지를 하지 않음으로 인하여 발생한 손 해에 대하여는 책임을 지지 아니합니다. 다만, ""은행""이 ""거래기업""의 ""서비스""를 통한 거래내 역과 상이하게 처리를 한 경우에는 그러하지 아니합니다.
⑤ ""은행""은 ""거래기업""이 제 3 조 제 3 항 및 제 4 항 소정의 기재사항 또는 제 9 조 제 3 항 소정
의 이메일 주소를 다르게 기재, 등록하거나 또는 제 12 조 제 1 항의 신고를 지체하여 생긴 손 해에 대하여는 책임을 지지 아니합니다.
⑥ ""은행""은 ""거래기업""이 이 약관에서 정한 거래를 하는데 필요한 보안카드상의 암호숫자, 인 증서, 비밀번호 등(이하 ""접근수단""이라 합니다)의 위조ㆍ변조 및 기타 사유로 ""거래기업""에게 손해가 발생한 경우 전자금융거래기본약관에서 정하는 바에 따르기로 합니다.
⑦ ""은행""은 외부요인에 의한 정전, 전산 및 통신장애, 천재지변 또는 전쟁, 화재 등의 불가항력
의 사유로 ""서비스""가 지연되거나 중단된 경우에도 ""거래기업""에 대하여 이로 인한 책임을 지
지 아니합니다. 다만, ""은행""의 귀책사유가 있는 경우에는 그러하지 아니합니다."
우리은행,대출,『 기 업 간 e - 구 매 전 자 결 제 서 비 스 』 이 용 약 관,제 16 조,(접근수단의 관리),"① ""거래기업""은 ""접근수단""의 도난, 분실, 위조 또는 변조의 사실을 알았거나 기타 거래절차
상 비밀을 요하는 사항이 누설되었음을 알았을 때에는 지체없이 이를 은행에 유선 또는 서 면으로 신고하여야 합니다.
② 제 1 항의 신고는 ""은행""이 이를 접수한 즉시 그 효력이 생깁니다.
③ 제 1 항의 신고를 철회할 경우에는 ""은행""에 서면으로 신청하여야 합니다.
④ ""거래기업""은 ""접근수단""을 제 3 자에게 대여, 위탁, 또는 양도하지 못합니다."
우리은행,대출,『 기 업 간 e - 구 매 전 자 결 제 서 비 스 』 이 용 약 관,제 17 조,(약관의 변경),"""은행""은 이 약관을 변경하고자 할 때에는 그 변경 1 개월 전에 1 개월 동안 ""은행""의 인터넷
에 게시하여야 하며, 게시 후 1 개월 이내에 ""거래기업""의 서면에 의한 이의가 ""은행""에 도달 하지 않으면 ""거래기업""이 이를 승인한 것으로 봅니다."
우리은행,대출,『 기 업 간 e - 구 매 전 자 결 제 서 비 스 』 이 용 약 관,제 18 조,(적용법규),"이 서비스와 관련하여는 이 약관을 우선 적용하고, 이 약관에서 정하지 아니한 사항은 전자거 래기본법, 전자서명법, 전자상거래등에서의 소비자보호에 관한법률, 대·중소기업 상생협력 촉진에 관한법률 및 동 법 시행령, 하도급거래 공정화에 관한 법률 및 동 법 시행령, 전자금 융거래기본약관을 적용합니다.
(8 - 7)"
우리은행,대출,『 기 업 간 e - 구 매 전 자 결 제 서 비 스 』 이 용 약 관,제 19 조,(관할법원),"이 서비스와 관련하여 발생한 분쟁에 관한 소송은 은행 본지점 및 거래기업의 소재지 관할 법원 으로 합니다.
해당약관(약정서)은법령및내부통제기준에따른절차를거쳐제공됩니다.
(8 - 8)"
우리은행,대출,계 좌 간 자 동 이 체 약 관,제1조,자동이체방법,"은행은 고객의 자동이체 신청에 따라 지정일에 통장, 수표, 지급청구서 없이 출금계좌에서 이체금액을 입금계좌로 이체합니다. 지정일이 없는 월의 경우에는 해당 월의 말일, 지정일이 영업일이 아닌 경우 익 영업일에 이체합니다."
우리은행,대출,계 좌 간 자 동 이 체 약 관,제2조,지급자금 부족 때의 처리출금,"① 이체 지정일에 출금계좌의 지급자금이 이체금액에 미달하면 부족자금이 채워지는 날에 이체 처리 합니다.
② 제1항에도 불구하고 입금계좌가 대출계좌인 경우는 다음 각호의 방법에 따라 처리합니다.
1. 이체 지정일까지 출금계좌로 입금되는 금액은 이체 지정일부터 이체하며, 출금계좌의 출금 가능 금액이 이체금액에 미달하면 영업시간 이후에 다음과 같이 처리합니다.
가. 출금 가능 금액 범위 내에서 매 영업일 원 단위로 이체합니다.
나. 출금 가능 금액이 발생 연체이자에 미달하면 이체하지 않습니다.
2. 대출계좌의 약정 납입일 전까지는 부족 자금이 채워지는 날 이체하고, 약정 납입일 이후부터는 제1호의 방법에 따라 이체 처리합니다.
③ 제2항에 따라 연체 중인 원리금균등분할상환대출의 상환원리금 일부 금액이 이체되는 경우에도 연
체 기준일은 변경되지 않습니다.
④ 제2항에도 불구하고 협약대출, 정책자금대출, 기타 달리 정함이 있는 대출은 제1항의 방법에 따라 이체 처리합니다.
⑤ 제1항에도 불구하고 입금계좌가 퇴직연금(개인형IRP)계좌인 경우 직전 1회분 미납금액에 한하여 이 체처리 합니다."
우리은행,대출,계 좌 간 자 동 이 체 약 관,제3조,여러 건의 이체처리,"출금 당일에 이체 대상 자동이체가 여러 건이 있으면, 처리순서는 아래의 자동이체 출금 우선순위에 따릅니다.
① 당행 지급 입금 이체 / ② 우리은행 대출금 이자 / ③ 우리은행 대출금 상환 / ④ 우리카드 대금결제
⑤ 타행(타사)카드 대금결제 / ⑥ 아파트 관리비 이체 / ⑦ 스쿨뱅킹 이체 / ⑧ 예약거래 이체
⑨ 지로 및 납부자자동이체 / ⑩ 외환 당발송금 이체 / ⑪ 당행 예적금계좌 이체 / ⑫ 기타 자동이체"
우리은행,대출,계 좌 간 자 동 이 체 약 관,제4조,증권의 부도,"고객의 출금계좌에 입금한 자기앞수표, 가계수표 등 증권이 지급거절 되었을 때, 자동이체 처리된 금액을 취소하고 지급거절 사실을 고객에게 통지합니다."
우리은행,대출,계 좌 간 자 동 이 체 약 관,제5조,자동이체의 신규·변경·해지 신청,"고객이 계좌간 자동이체를 신규 · 변경· 해지하고자 할 때에는 이체지정일 전 영업일까지 은행에 다음
각 호의 방법 중 어느 하나에 의하여 신고하여야 합니다.
① 서면에 의한 신청 / ② 인터넷뱅킹에 의한 신청
③ 스마트뱅킹에 의한 신청 / ④ 텔레뱅킹에 의한 신청
⑤ 자동이체 통합관리시스템(www.payinfo.or.kr)에 의한 신청
⑥ 애플리케이션 기반의 자동이체 통합관리시스템에 의한 신청"
우리은행,대출,계 좌 간 자 동 이 체 약 관,제6조,이체일 및 이체금액 미지정떄의 처리,"고객이 부담하여야 할 수수료, 채무 등 이체대상만을 지정하고 이체일과 금액에 대한 지정 없이 자동 이체를 신청한 때에는 은행은 그 대상거래가 발생했을 때 이체합니다."
우리은행,대출,계 좌 간 자 동 이 체 약 관,제7조,집합투자상품 자동이체 처리,"① 자동이체 지정일에 지급계좌의 지급 가능금액이 이체 신청금액에 미달하면, 자동이체가 처리되지 않습니다.
② 이체 지정일에 지급계좌에서 이체금액을 출금하여 별도의 신탁계정에 예치되며, 각각의 집합투자규 약에서 정한 매입 기준가격 적용일에 입금계좌로 이체합니다.
③ 단기금융상품(MMF)이 지급계좌일 경우에는 이체금액을 별도의 신탁계정에 예치하지 않고 이체금 액만큼 지급정지 되며, 각각의 집합투자규약에서 정한 매입기준가격 적용일에 출금하여 출금 당일 입금계좌로 이체합니다.
④ 제3조에도 불구하고 집합투자상품의 자동이체는 은행에서 정한 시간에 따라 처리합니다."
우리은행,대출,계 좌 간 자 동 이 체 약 관,제8조,계좌이동서비스,"① 계좌간 자동이체는 계좌이동 서비스 대상이며, 계좌이동 서비스 이용 약관을 준용합니다.
② 은행은 자동이체 통합관리시스템(www.payinfo.or.kr 또는 애플리케이션)에 자동이체 등록정보를 제공하여 거래처가 자동이체 조회 및 해지, 출금계좌 변경신청을 할 수 있도록 합니다.
③ 거래처가 은행 창구 또는 비대면 채널(인터넷뱅킹, 모바일뱅킹 등)에서 자동이체 출금계좌를 다른 은행 계좌로 변경 신청을 하면, 당행에서 이용 중인 자동이체는 해지 처리됩니다.
④ 거래처가 자동이체 통합관리시스템(www.payinfo.or.kr 또는 애플리케이션)에서 출금계좌를 다른 은 행 계좌로 변경 신청을 하면, 당행에서 이용 중인 자동이체는 해지 처리됩니다."
우리은행,대출,계 좌 간 자 동 이 체 약 관,제9조,준용,"이 약관에서 정하지 아니한 사항은 예금거래기본약관, 관련예금약관, 신탁약관, 여신거래기본약관, 개별 상품약관 및 은행 내규를 준용합니다.
부 칙 (변경사항)
기 가입고객 변경일 내 용 관련조항 적용여부 제1조, 제2조,
제 3조, 제4조,
2013.11.18 문구의 명확화 적용 제5조, 제6조, ,제 7조, 제 8조 제1조, 제2조,
제 3조, 제4조,
2016.01.26 문구의 명확화 적용 제5조, 제6조, ,제 7조, 제 8조
2017.04.21 계좌간 자동이체 서비스 이용채널 확대 제5조, 제8조 적용
2020.05.29 권역간 통합 반영 제8조 적용
2023.03.09 문구의 명확화 제1조, 제2조 적용 <본 서류는 법령 및 내부통제기준에 따른 절차를 거쳐 금융소비자에게 제공되는 문서입니다.>"
우리은행,대출,계 좌 간 자 동 이 체 약 관,제 1 조,자동이체방법,"은행은 거래처의 자동이체 신청에 따라 지정일에 통장, 수표, 지급청구서 없이 출금계좌 에서 이체금액을 입금계좌로 이체한다."
우리은행,대출,계 좌 간 자 동 이 체 약 관,제2조,(지급자금 부족때의 처리출금),"① 이체지정일에 출금계좌의 지급자금이 이체금액에 미달하면 부족자금이 채워지는 날에 이체처리한다.
② 제1항에도 불구하고 입금계좌가 대출계좌인 경우는 다음 각호의 방법에 따라 처리한다.
1. 이체지정일 까지 출금계좌로 입금되는 금액은 이체지정일부터 이체하며, 출금계좌
의 출금가능액이 이체금액에 미달할 경우 영업시간 이후에 다음과 같이 처리한다.
가. 출금가능액 범위 내에서 매영업일 원단위로 이체한다.
나. 출금가능액이 발생 연체이자에 미달하는 경우 이체하지 아니한다.
2. 대출계좌의 약정납입일보다 이체지정일이 앞서고 약정납입일 전 납부가 가능한 대출의 경우 대출계좌의 약정납입일 전까지는 부족자금이 채워지는 날 이체하고, 약정납입일 이후부터는 제1호의 방법에 따라 이체 처리 한다.
③ 제2항에 따라 연체중인 원리금균등분할상환대출의 상환원리금 일부 금액이 이체 되는 경우에도 연체 기준일은 변경되지 않는다.
④ 제2항에도 불구하고 협약대출, 정책자금대출, 기타 달리 정함이 있는 대출은 제1항의 방법에 따라 이체 처리한다."
우리은행,대출,계 좌 간 자 동 이 체 약 관,제3조,(여러건의 이체처리),같은날에 이체대상이 여러건 있는 때 이체처리순서는 은행이 정하는 바에 따른다.
우리은행,대출,계 좌 간 자 동 이 체 약 관,제4조,(증권의 부도),"거래처의 출금계좌에 입금한 자기앞수표, 가계수표 등 증권이 지급거절 되었을 때는 자동 이체 처리된 금액을 취소한다."
우리은행,대출,계 좌 간 자 동 이 체 약 관,제5조,"(신청내용의 변경, 해지 신고)",거래처가 신청내용을 변경 또는 해지하고자 할 때에는 이체지정일 전영업일까지 은행에 서면으로 신고하여야 한다.
우리은행,대출,계 좌 간 자 동 이 체 약 관,제6조,(이체일 및 이체금액 미지정때의 처리),"거래처가 부담하여야 할 수수료, 채무 등 이체대상만을 지정하고 이체일 및 금액에 대한 지정없이 자동이체를 신청한 때에는 은행은 그 대상거래가 발생했을 때 이체한다."
우리은행,대출,계 좌 간 자 동 이 체 약 관,제7조,(준용),"이 약관에서 정하지 아니한 사항은 예금거래기본약관, 관련예금약관, 신탁약관, 여신거래기본약관 및 은행내규를 준용한다."
우리은행,대출,대 출 이 동 시 스 템 을 통 한 대 환 대 출 서 비 스 이 용 약 관,제1조,(목적),이 약관은 “대출이동시스템을 통한 대환대출서비스”를 이용하는 고객과 금융회사 간의 서비스 이용에 관한 제반 사항을 규정함을 목적으로 합니다.
우리은행,대출,대 출 이 동 시 스 템 을 통 한 대 환 대 출 서 비 스 이 용 약 관,제2조,(용어의 정의),"① 이 약관에서 사용하는 용어의 정의는 다음의 각 호와 같습니다.
1. “대출이동시스템을 통한 대환대출서비스”(이하 “본 서비스”)라 함은 고객이 대출보유기관 방문 없이 대출이동시스템을 통해 본인명의 대출을 일괄조회하여 기존대출을 상환하고, 신규대출을 실행할
수 있는 서비스를 의미합니다.
2. “대출이동시스템”이라함은 고객으로부터 대출 정보조회 및 상환에 대한 위임을 받은 금융회사 등
이 금융결제원을 통해 금융회사에 개설된 고객의 대출정보를 일괄조회하고, 조회한 대출을 상환할 수 있는 온라인 시스템을 의미합니다.
3. “신규기관”이란 타사 대출 대환을 전제로 신규대출을 취급하는 금융회사를 의미합니다.
4. “보유기관”이란 상환할 기존대출을 보유한 금융회사를 의미합니다.
5. “개인신용대출”이라 함은 무담보 순수 신용 가계자금대출(건별대출, 장기카드대출(카드론) 등)
및 비상금대출(SGI서울보증보험 담보 300만원 이하 마이너스통장대출)을 의미합니다. 다만, 현금서비 스의 경우 개인신용대출로 취급하지 않습니다.
6. “상환”이라 함은 대출원리금 및 제비용 등의 채무금액의 전체 또는 일부를 변제하는 것을 말하며, 채무금액 전체를 변제하는 경우는 해당 대출을 해지하는 것까지 포함합니다.
7. “금융회사”라 함은 본 서비스에 참가 중인 은행, 저축은행, 신용카드사, 캐피탈사 등을 의미합니다.
8.“비대면 채널”이라 함은 인터넷 홈페이지 또는 모바일 애플리케이션 등을 의미합니다.
② 이 약관에서 별도로 정하지 아니한 용어는 「은행법」, 「상호저축은행법」,「여신전문금융업법」, 「전 자금융거래법」등에서 정하는 바에 따릅니다."
우리은행,대출,대 출 이 동 시 스 템 을 통 한 대 환 대 출 서 비 스 이 용 약 관,제3조,(이용대상),"본 서비스는 만 19세 미만 미성년자 및 외국인을 제외한 개인에 한해 이용할 수 있으며 법인, 임의단 체는 이용할 수 없습니다."
우리은행,대출,대 출 이 동 시 스 템 을 통 한 대 환 대 출 서 비 스 이 용 약 관,제4조,(이용채널),고객은 금융회사의 영업점 또는 비대면 채널(이하 “이용채널”)에서 본 서비스를 이용할 수 있습니다.
우리은행,대출,대 출 이 동 시 스 템 을 통 한 대 환 대 출 서 비 스 이 용 약 관,제5조,(이용방법),고객은 본 서비스를 제공하는 금융회사의 정책에 따른 본인확인 및 고유식별번호 검증을 마친 후 본 서 비스를 이용할 수 있습니다.
