은행,예/적금 또는 대출,상품이름,조항,조항이름,조항내용
KB_bank,대출,폐업지원 대환대출용 추가약정서,전문,,"동 약관은 관련 법령 및 내부통제 절차에 따라 작성되었으며 대출계약 체결 시 필수적으로 고객님에게 제공됩니다.
추가 약정서
(폐업지원 대환대출용)
주식회사 국민은행 앞 20 년 월 일
채 무 자 : (인)
주 소 :
본인은 주식회사 국민은행(이하 “은행”이라 합니다.)과 약정한 20 년 월 일자
대출거래약정서(가계용)에 추가하여 다음과 같이 약정(이하 “본 추가약정”)합니다."
KB_bank,대출,폐업지원 대환대출용 추가약정서,1,목적,"본 추가약정은 개인사업자의 폐업(예정)에 따른 「폐업지원 대환대출」 지원
목적으로 대출거래를 하기 위한 약정입니다."
KB_bank,대출,폐업지원 대환대출용 추가약정서,2,지원대상,"「폐업지원 대환대출」의 지원대상은 개인사업자로 운영중인 모든 사업장을
폐업하거나 폐업 예정인 고객으로서 대출실행 이전까지 폐업 사실이 확인되어야 합니다."
KB_bank,대출,폐업지원 대환대출용 추가약정서,3,사업자대출 신규 취급 제한,"「폐업지원 대환대출」 지원 취지에 따라 동 대출
이용중에 당행 또는 다른 은행에서 신규사업자 개업 등에 의한 사업자대출 신규 취급이
제한주)되며, 사업자대출 신규 취급이 필요한 경우에는 「폐업지원 대환대출」을 전액
상환하여야 신규 사업자대출 신청이 가능합니다.
주) 「폐업지원 대환대출」 실행 전 기 이용중인 사업자대출은 제한하지 않음"
KB_bank,대출,폐업지원 대환대출용 추가약정서,4,기한 전의 채무변제의무,"본인은 본 추가약정 ‘제 3조’에도 불구하고 동 대출 이용
중에 당행 또는 다른 은행에서 신규 사업자대출을 실행한 경우 은행여신거래기본약관
(가계용) 제7조 제4항 제2호에 의하여 본 대출의 기한의 이익을 상실하게 되고, 그에
따라 본 대출을 즉시 변제할 의무를 집니다."
