은행,예/적금 또는 대출,상품이름,조항,조항이름,조항내용
KB_bank,대출,근질권 설정 예적금용 동산용 유가증권용 알아두어야 할 사항,1,담보종류에 따른 책임범위,"『특정채무담보』는 채무자가 채권자에 대하여 부담하는 특정된 채무만을 담보하는 것으로, 그 채무가 연
기·재취급 또는 다른 여신으로 대환된 때에는 담보하지 않습니다.
『근담보』는 채무자와 채권자 사이에 이미 맺어져 있거나 앞으로 맺게 될 거래계약으로부터 현재 발생되
어 있거나 앞으로 발생할 채무를 채권최고액의 범위내에서 담보하게 되는 것으로 두가지 유형이 있으며,
각 유형에 따른 책임범위는 다음과 같습니다.
『특정 근담보』
특정된 거래계약(예: 년 월 일자 대출거래약정서)으로부터 계속적으로 발생하는 채무를 담보하며,
그 채무가 기한연장된 때에도 담보합니다. 그러나 재취급 또는 다른 여신으로 대환된 때에는 담보하지 않
습니다.
『한정 근담보』
특정한 종류의 거래(예: 당좌대출거래)에 대하여 이미 맺어져 있거나 앞으로 맺게 될 거래계약으로부터
현재 발생되어 있거나 앞으로 발생하게 될 채무를 모두 담보하며, 그 채무의 연장이나 재취급은 물론 같
은 종류로 대환된 때에도 담보합니다. 그러나 다른 종류의 여신으로 대환된 때에는 담보하지 않습니다."
KB_bank,대출,근질권 설정 예적금용 동산용 유가증권용 알아두어야 할 사항,2,담보제공자가 연대보증까지 서는 경우,"담보제공자가 연대보증을 별도로 서는 경우 채권자는 담보제공한 재산외에 담보제공자의 다른 일반재산에
대하여도 강제집행을 할 수 있습니다."
KB_bank,대출,근질권 설정 예적금용 동산용 유가증권용 약정서,전문,,"근 담 보 근 질 권 설 정 계 약 서
(예 ·적금용, 동산용, 유가증권용)
년 월 일
★ 담보의 제공은 재산상 손실을 가져올 수도 있는 중요한 법률행위이므로 미리 뒷면 ""담보제공자가 꼭 알아 두어야
할 사항""과 계약서 내용을 잘 읽은 후 신중한 판단을 하시고, 굵은선 으로 표시된 란(당사자란 제1조
및 계약서 각면)은 담보제공자가 반드시 자필로 기재하시기 바랍니다.
위 당사자 사이에 아래와 같이 근질권 설정계약을 맺습니다."
KB_bank,대출,근질권 설정 예적금용 동산용 유가증권용 약정서,1,근질권의 설정,"근질권설정자(이하 ""설정자""라 합니다)는 은행여신거래기본약관을 승인하고, 이 계약서의 ""담보목적물 목록""란에 기재한 채권·물건·
증권등(이하 ""담보목적물""이라 합니다)에 다음 내용으로 근질권을 설정하고, 채권자 앞으로 그 담보목적물의 인도절차를 마쳤습니다.
1. 피담보채무의 범위
채권자는 피담보채무의 범위를 달리하는 다음의 두 유형 가운데 어느 하나를 설정자가 선택할 수 있음을 설명하였고, 설정자는 그 가운데
에서 정한 채무(이자, 지연배상금 기타 부대채무를 포함합니다)를 담보하기로 합니다.
2. 담보한도액 등
가. 담보한도액
나. “가”호의 담보한도액을 외화로 정한 경우, 원화환산에 적용할 환율은 채권자가 현실적으로 변제금을 수령할 시점의 대고객 전신환
매도율로 적용합니다
3. 근질권 결산기
채권자는 근질권 결산기를 정하는 다음의 세유형 가운데 어느 하나를 설정자가 선택할 수 있음을 설명하였고, 설정자는
에서 정한 날을 결산기로 하기로 합니다.
1130805
1130805"
KB_bank,대출,근질권 설정 예적금용 동산용 유가증권용 약정서,2,근질권의 효력 범위,"① 근질권의 효력은 담보목적물의 원금 ·수익권(이 계약 이후에 적립한 적립금을 포함합니다.)과 이에 부수하는 이자 ·수익의 수익권,
특별이자, 장려금, 배당금, 상환금과 무상주에 미칩니다.
② 담보목적물에 대하여 기간연장 ·개서 ·갱신 ·분할 ·병합 ·증액 ·감액 등을 한때에는 그 위에도 근질권의 효력이 미칩니다."
KB_bank,대출,근질권 설정 예적금용 동산용 유가증권용 약정서,3,위험부담 ·면책조항,"① 설정자는 채권자에게 인도할 담보증서(통장)가 불가항력 ·사변 ·재해 등 채권자의 책임없는 사유로 말미암아 분실 ·손실 또는 멸실된
경우에는 채권자의 청구에 따라 곧 그에 대신할 증서(통장)을 제출하기로 합니다.
② 담보증서(통장) ·담보물수령증(통장)등의 증서상의 인영·서명을 설정자가 미리 신고한 인감 ·서명과 상당한 주의로써 대조하고 틀림
없다고 인정하여 거래한 때에는 증서등과 인감 ·서명에 관하여 위조 ·변조 ·도용 등의 사고가 있더라도 이로 말미암은 손해는 설정자가
부담하며, 설정자는 증서의 기재문언에 따라 책임을 지기로 합니다.
③ 담보목적물이 유가증권인 경우, 설정자는 그 증권에 관한 상환공고 ·제출공고 등에 유의하고, 이들 공고가 있는 때에는 곧 채권자에
게 통지하며, 이 통지가 없었기 때문에 채권자가 증권의 추심이나 기타의 권리행사 또는 보전절차를 밟지 아니한 때에는 이로 말미암은
손해는 모두 설정자가 부담합니다."
KB_bank,대출,근질권 설정 예적금용 동산용 유가증권용 약정서,4,보험계약,"① 담보목적물이 유체동산인 경우, 설정자는 담보목적물에 대하여 채권보전에 필요한 범위내에서 채권자가 지정하는 종류와 금액으로
보험계약을 맺고, 그 보험계약에 따른 권리위에 채권자를 위하여 질권을 설정하여 보험증권을 채권자에게 교부하며, 이 계약에 정한 피
담보채무가 존재하는 동안 이를 계속 유지합니다.
② 설정자는 전항에 의한 보험계약 외에 담보목적물에 대하여 따로 보험계약을 맺은 때에는 이를 곧 채권자에게 통지하며, 채권자가
채권보전상 필요에 따라 청구하는 경우에는 그 보험계약에 따른 권리에 대하여도 채권자를 위하여 질권을 설정합니다.
③ 설정자가 제1항, 제2항에 정하는 바에 따르지 아니함으로써 채권자가 채권보전상 필요한 보험계약을 설정자를 대신하여 맺거나 계
속하고 그 보험료를 지급한 때에는, 채무자와 설정자는 연대하여 채권자가 지급한 보험료 기타의 제 비용에 대하여 은행여신거래기본약
관(가계용) 제4조에 준하여 곧 갚습니다.
④ 제1항 내지 제3항에 의한 보험계약에 터잡아 채권자가 보험금을 수령한 때에는, 다른 담보물의 제공 등 상당한 사유가 없는 한, 피
담보채무의 기한도래전일지라도, 채권자는 그 수령금으로 은행여신거래기본약관(가계용) 제13조에 준하여 채무의 변제에 충당할 수 있
습니다."
KB_bank,대출,근질권 설정 예적금용 동산용 유가증권용 약정서,5,담보목적물의 처분 등,"① 보증인이 담보로 제공한 예·적금, 신탁 기타 채권에 가압류·압류명령이나 체납처분 압류통지가 발송된 때에는 , 채무자는 피담보채무
의 기한도래 여부에 불구하고 당해 피담보채무를 곧 상환하기로 하며, 채권자는 보증인이 제공한 담보 예·적금, 신탁 기타채권에 대하
여 근질권을 실행하거나 또는 상계 등을 할 수 있습니다. 또한 피담보채무의 기한의 도래 또는 기한의 이익의 상실로 말미암아 채무의
이행을 하여야 할 때에도, 채권자는 근질권을 실행하거나 또는 담보목적물이 예금 등의 채권인 경우에는 은행여신거래기본약관(가계용)"
KB_bank,대출,근질권 설정 예적금용 동산용 유가증권용 약정서,10,에 준하여 상계 등을 할 수 있습니다.,"② 담보목적물의 처분은「민사집행법」에 따른 임의경매절차에 의함을 원칙으로 하되, 다음 각 호의 경우 채권자는 담보목적물로써 직
접 변제에 충당하거나, 담보목적물을 매각하여 그 대금에서 제 비용을 뺀 잔액을 은행여신거래기본약관 제13조에 준하여 충당할 수 있
습니다. 이러한 경우 채권자는 담보목적물의 평가액 또는 매각대금에서 그 채권액을 뺀 금액을 채무자 등에게 지급합니다. ” 채무자
등” 은 채무자, 설정자, 담보목적물의 제3취득자를 말합니다.
1. 목적물의 가치가 적어 많은 비용을 들여 경매하는 것이 불합리한 경우
2. 경매시 정당한 가격으로 경락되기 어려운 사정이 있는 경우
3. 공정시세가 있어서 경매에 의하지 않아도 공정가격 산출이 가능한 경우
4. 그 밖에 정당한 사유가 있다고 볼 수 있는 경우
③ 임의경매절차에 의하지 아니하는 경우 채권자는 다음 각 호의 내용을 채무자 등과 채권자가 알고 있는 이해관계인에게 통지하고, 그
통지가 도달한 날로부터 1개월 이내에 이해관계인이 채권자가 산정한 예상매각대금 이상으로 처분할 수 있는 방법을 제시하지 않아야
처분할 수 있습니다. 다만, 담보목적물이 멸실 또는 훼손될 염려가 있거나 가치가 급속하게 감소될 우려가 있는 경우에는 그러하지 아
니합니다.
1. 담보권 실행의 방법
2. 피담보채권의 금액
3. 담보목적물의 평가액 또는 예상매각대금
4. 담보목적물로써 직접 변제에 충당하거나 담보목적물을 매각하려는 이유
④ 제1항의 경우 채무 전액을 소멸시키기에 부족한 때에는 은행여신거래기본약관(가계용) 제13조에 준하여 채무의 변제에 충당할 수
있습니다."
KB_bank,대출,근질권 설정 예적금용 동산용 유가증권용 약정서,6,비용부담,"채권자의 이 계약에 의한 권리의 보전이나 행사 등에 관한 비용은 채무자와 설정자가 연대하여 부담하고, 채권자가 이를 대신 지급한
때에는 은행여신거래기본약관 제4조에 준하여 곧 갚습니다."
