chunk_id,doc_id,은행명,상품종류,상품이름,조항,조항이름,text,context
3,19,국민은행,예적금,「KB Young Youth 적금」 특약,3,예금과목 및 계약기간,"이 적금의 예금과목은 정기적금으로 하며, 계약기간은 1년으로 합니다.","국민은행 예/적금 「KB Young Youth 적금」 특약 3 예금과목 및 계약기간 이 적금의 예금과목은 정기적금으로 하며, 계약기간은 1년으로 합니다."
4,19,국민은행,예적금,「KB Young Youth 적금」 특약,4,저축방법 및 저축한도,"이 적금의 저축금은 초회 1만원 이상, 2회차 이후 회차별 1천원 이상 원단위로 매월(해당월의 초일부터 말일까지) 300만원 이하 금액을 만기 전일까지 자유롭게 저축할 수 있습니다.","국민은행 예/적금 「KB Young Youth 적금」 특약 4 저축방법 및 저축한도 이 적금의 저축금은 초회 1만원 이상, 2회차 이후 회차별 1천원 이상 원단위로 매월(해당월의 초일부터 말일까지) 300만원 이하 금액을 만기 전일까지 자유롭게 저축할 수 있습니다."
5,19,국민은행,예적금,「KB Young Youth 적금」 특약,제6조,,에서 정하는 조건을 충족하는 경우 적용합니다.,국민은행 예/적금 「KB Young Youth 적금」 특약 제6조 에서 정하는 조건을 충족하는 경우 적용합니다.
6,19,국민은행,예적금,「KB Young Youth 적금」 특약,6,우대이율,"이 적금은 아래의 항목에 해당하는 실적을 충족하는 경우 신규가입일 또는 재예치일 당시 영업점 및 KB국민은행 홈페이지에 게시한 우대이율을 제공합니다. 단, 모든 우대이율은 만기해지시에만 계약기간동안 적용합니다.","국민은행 예/적금 「KB Young Youth 적금」 특약 6 우대이율 이 적금은 아래의 항목에 해당하는 실적을 충족하는 경우 신규가입일 또는 재예치일 당시 영업점 및 KB국민은행 홈페이지에 게시한 우대이율을 제공합니다. 단, 모든 우대이율은 만기해지시에만 계약기간동안 적용합니다."
7,19,국민은행,예적금,「KB Young Youth 적금」 특약,제9조,,①항 2에 따라,국민은행 예/적금 「KB Young Youth 적금」 특약 제9조 ①항 2에 따라
8,19,국민은행,예적금,「KB Young Youth 적금」 특약,제5조,,및,국민은행 예/적금 「KB Young Youth 적금」 특약 제5조 및
9,19,국민은행,예적금,「KB Young Youth 적금」 특약,제6조,,에 따라 적용이율을 정합니다. ⑤ 이 적금은 은행의 사정에 의해 판매 중단될 경우 판매중단일 이후 만기 도래되는 계좌에 대해서는 자동 재예치하지 않습니다.,국민은행 예/적금 「KB Young Youth 적금」 특약 제6조 에 따라 적용이율을 정합니다. ⑤ 이 적금은 은행의 사정에 의해 판매 중단될 경우 판매중단일 이후 만기 도래되는 계좌에 대해서는 자동 재예치하지 않습니다.
10,19,국민은행,예적금,「KB Young Youth 적금」 특약,8,예금의 일부인출,① 이 적금은 재예치된 계좌의 재예치금(해지 원금 및 세금을 공제한 이자) 중 일십만원을 제외한 금액 범위내에서 계약기간 중 1만원 단위로 총 2회까지 일부인출 할수 있습니다. ② 재예치일부터 일부인출일 전날까지의 기간에 대해 재예치일 당시 영업점에 게시한 중도해지 이율로 셈한 이자를 일부 인출금액에 더하여 지급합니다.,국민은행 예/적금 「KB Young Youth 적금」 특약 8 예금의 일부인출 ① 이 적금은 재예치된 계좌의 재예치금(해지 원금 및 세금을 공제한 이자) 중 일십만원을 제외한 금액 범위내에서 계약기간 중 1만원 단위로 총 2회까지 일부인출 할수 있습니다. ② 재예치일부터 일부인출일 전날까지의 기간에 대해 재예치일 당시 영업점에 게시한 중도해지 이율로 셈한 이자를 일부 인출금액에 더하여 지급합니다.
11,19,국민은행,예적금,「KB Young Youth 적금」 특약,9,자녀안심보험 가입서비스,"이 적금 가입자는 다음과 같이 은행에서 정한 방법에 따라 보험가입서비스를 받을 수 있습니다. ① 보험 가입 대상 1. 최초 가입계좌 : 신규 시 보험가입 및 개인(신용)정보의 제3자 제공에 동의한 고객 2. 재예치 계좌 : 제①항 제1호에 의한 보험 가입계좌 중 재예치일 현재 잔액이 100만원 이상인 계좌 최초 가입 시 보험가입에 동의하지 않는 경우 재예치 시에도 보험서비스가 제공되지 않음 7조 ③항 및 ⑤항에 따라 재예치 되지 않은 계좌는 보험서비스가 적용되지 않음 ② 보험 서비스 내용 ③ 보장 기간 : 보험 개시일은 적금 신규 다음 날로 하며, 보험개시일로부터 1년(자동 재예치 시 1년 단위 갱신)으로 합니다. 단, 보장기간은 적금 계약기간을 초과할 수 없으며, 적금의 중도해지 시에는 보험가입 서비스 제공이 중단됩니다. ④ 유의사항 보험담보위험, 보험금지급 등위 보험가입서비스 제공과 관련된 사항은 해당 보험약관에서 정하는 바에 따르며, 보험약관은 ' DB손해보험 홈페이지(www.idbins.com) 보험상품 제휴보험 국민은행 KB Young Youth 적금'에서 확인하실 수 있습니다. 또한 가입자 본인의 보험 관련 상담은 보험가입 다음달 21일 이후 DB손해보험 고객상담센터(일반 및 보상문의 1588-0100)에서 문의 가능합니다.","국민은행 예/적금 「KB Young Youth 적금」 특약 9 자녀안심보험 가입서비스 이 적금 가입자는 다음과 같이 은행에서 정한 방법에 따라 보험가입서비스를 받을 수 있습니다. ① 보험 가입 대상 1. 최초 가입계좌 : 신규 시 보험가입 및 개인(신용)정보의 제3자 제공에 동의한 고객 2. 재예치 계좌 : 제①항 제1호에 의한 보험 가입계좌 중 재예치일 현재 잔액이 100만원 이상인 계좌 최초 가입 시 보험가입에 동의하지 않는 경우 재예치 시에도 보험서비스가 제공되지 않음 7조 ③항 및 ⑤항에 따라 재예치 되지 않은 계좌는 보험서비스가 적용되지 않음 ② 보험 서비스 내용 ③ 보장 기간 : 보험 개시일은 적금 신규 다음 날로 하며, 보험개시일로부터 1년(자동 재예치 시 1년 단위 갱신)으로 합니다. 단, 보장기간은 적금 계약기간을 초과할 수 없으며, 적금의 중도해지 시에는 보험가입 서비스 제공이 중단됩니다. ④ 유의사항 보험담보위험, 보험금지급 등위 보험가입서비스 제공과 관련된 사항은 해당 보험약관에서 정하는 바에 따르며, 보험약관은 ' DB손해보험 홈페이지(www.idbins.com) 보험상품 제휴보험 국민은행 KB Young Youth 적금'에서 확인하실 수 있습니다. 또한 가입자 본인의 보험 관련 상담은 보험가입 다음달 21일 이후 DB손해보험 고객상담센터(일반 및 보상문의 1588-0100)에서 문의 가능합니다."
12,19,국민은행,예적금,「KB Young Youth 적금」 특약,10,명의변경,이 예금은 양도에 의한 명의변경이 불가합니다.,국민은행 예/적금 「KB Young Youth 적금」 특약 10 명의변경 이 예금은 양도에 의한 명의변경이 불가합니다.
13,19,국민은행,예적금,「KB Young Youth 적금」 특약,11,거래방법,"이 적금의 신규 및 해지는 영업점 및 KB스타뱅킹을 통해 가능합니다. 단, 영업점 신규 및 법정대리인의 KB스타뱅킹에서 신규 시에는 영업점 방문을 통한 해지만 가능합니다.","국민은행 예/적금 「KB Young Youth 적금」 특약 11 거래방법 이 적금의 신규 및 해지는 영업점 및 KB스타뱅킹을 통해 가능합니다. 단, 영업점 신규 및 법정대리인의 KB스타뱅킹에서 신규 시에는 영업점 방문을 통한 해지만 가능합니다."
1,20,국민은행,예적금,「KB Young Youth 통장」 특약,1,적용범위,"① “KB Young Youth 통장(이하 ‘이 통장’이라 합니다)” 거래는 이 특약을 적용하며, 이 특약에서 정하지 않은 사항은 예금거래기본약관 및 입출금이자유로운 예금약관을 적용합니다. ② 이 통장의 거래에 있어서 발생하는 전자금융거래에 관한 사항은 「전자금융거래기본약관」을 적용합니다.","국민은행 기타 「KB Young Youth 통장」 특약 1 적용범위 ① “KB Young Youth 통장(이하 ‘이 통장’이라 합니다)” 거래는 이 특약을 적용하며, 이 특약에서 정하지 않은 사항은 예금거래기본약관 및 입출금이자유로운 예금약관을 적용합니다. ② 이 통장의 거래에 있어서 발생하는 전자금융거래에 관한 사항은 「전자금융거래기본약관」을 적용합니다."
2,20,국민은행,예적금,「KB Young Youth 통장」 특약,2,가입대상,"① 이 통장의 가입대상은 만 19세 미만 실명의 개인으로 합니다. ② 이 통장은 공동명의로 가입이 불가하며, 「KB Young Youth 청소년통장」을 포함하여 1인 1계좌만 가입 가능합니다.","국민은행 기타 「KB Young Youth 통장」 특약 2 가입대상 ① 이 통장의 가입대상은 만 19세 미만 실명의 개인으로 합니다. ② 이 통장은 공동명의로 가입이 불가하며, 「KB Young Youth 청소년통장」을 포함하여 1인 1계좌만 가입 가능합니다."
3,20,국민은행,예적금,「KB Young Youth 통장」 특약,3,예금의 전환,"① 이 통장에서 다른 통장으로의 전환 시 도래하는 결산일(매년 2월, 5월, 8월, 11월의 둘째 금요일)까지는 이 통장으로 재전환이 불가합니다. ② 이 통장은 매년 첫 영업일을 기준으로 가입자의 연령이 만 19세인 경우 「KB 국민ONE통장」으로 자동 전환됩니다. 다만 자동 전환 시에 「KB 국민ONE통장」을 이미 보유한 경우에는 「KB종합통장」으로 전환됩니다.","국민은행 기타 「KB Young Youth 통장」 특약 3 예금의 전환 ① 이 통장에서 다른 통장으로의 전환 시 도래하는 결산일(매년 2월, 5월, 8월, 11월의 둘째 금요일)까지는 이 통장으로 재전환이 불가합니다. ② 이 통장은 매년 첫 영업일을 기준으로 가입자의 연령이 만 19세인 경우 「KB 국민ONE통장」으로 자동 전환됩니다. 다만 자동 전환 시에 「KB 국민ONE통장」을 이미 보유한 경우에는 「KB종합통장」으로 전환됩니다."
4,20,국민은행,예적금,「KB Young Youth 통장」 특약,4,예금과목,이 통장의 예금과목은 저축예금으로 합니다.,국민은행 기타 「KB Young Youth 통장」 특약 4 예금과목 이 통장의 예금과목은 저축예금으로 합니다.
5,20,국민은행,예적금,「KB Young Youth 통장」 특약,제6조,,"에서 정한 저금통 서비스를 이용하는 경우, 저금통의 매일의 최종잔액에 대하여 결산일 현재 영업점에 게시한 특별이율을 적용하며, 그 외의 잔액에 대하여는 제①항에서 정한 기본이율을 적용합니다.","국민은행 기타 「KB Young Youth 통장」 특약 제6조 에서 정한 저금통 서비스를 이용하는 경우, 저금통의 매일의 최종잔액에 대하여 결산일 현재 영업점에 게시한 특별이율을 적용하며, 그 외의 잔액에 대하여는 제①항에서 정한 기본이율을 적용합니다."
6,20,국민은행,예적금,「KB Young Youth 통장」 특약,제5조,,②항에서 정한 특별이율을 제공하는 것을 “저금통”이라 합니다.,국민은행 기타 「KB Young Youth 통장」 특약 제5조 ②항에서 정한 특별이율을 제공하는 것을 “저금통”이라 합니다.
7,20,국민은행,예적금,「KB Young Youth 통장」 특약,제5조,,"②항에 따라 결산일 현재 영업점에 게시한 특별이율을 적용합니다. 3. 저금통으로 설정된 금액은 계좌 출금(이체)이 불가하며, 필요금액만큼 저금통 해제 처리 후 계좌 출금(이체)이 가능합니다. 4. 다른 예금 상품으로 전환하는 경우 저금통은 자동으로 해제됩니다. 5. 다른 예금 상품에서 이 상품으로의 전환하는 경우, 도래하는 결산일 저금통 설정이 가능합니다. 6. 거래 정정 등 부득이한 사유로 저금통 설정금액보다 실제 잔액이 더 적은 경우에는 실제 잔액에 대하여","국민은행 기타 「KB Young Youth 통장」 특약 제5조 ②항에 따라 결산일 현재 영업점에 게시한 특별이율을 적용합니다. 3. 저금통으로 설정된 금액은 계좌 출금(이체)이 불가하며, 필요금액만큼 저금통 해제 처리 후 계좌 출금(이체)이 가능합니다. 4. 다른 예금 상품으로 전환하는 경우 저금통은 자동으로 해제됩니다. 5. 다른 예금 상품에서 이 상품으로의 전환하는 경우, 도래하는 결산일 저금통 설정이 가능합니다. 6. 거래 정정 등 부득이한 사유로 저금통 설정금액보다 실제 잔액이 더 적은 경우에는 실제 잔액에 대하여"
8,20,국민은행,예적금,「KB Young Youth 통장」 특약,5,②항에 따라 결산일 현재 영업점에 게시한 특별이율을 적용합니다.,"② 수수료 면제 서비스 전월 중이 통장에서 KB국민카드(신용/체크/KB국민비씨카드 포함) 결제실적이 있는 경우 이번 달 11일부터 다음 달 10일까지 전자금융(인터넷뱅킹, 폰뱅킹, 모바일뱅킹)의 이체 수수료(다른 은행으로 보낼 때)와 KB국민은행 자동화기기 시간외 출금수수료를 면제합니다. 이때 면제 횟수는 제한이 없습니다. 단, 이 통장의 신규(또는 전환)일부터 다음 다음 달 10일까지는 은행 거래실적에 관계없이 면제","국민은행 기타 「KB Young Youth 통장」 특약 5 ②항에 따라 결산일 현재 영업점에 게시한 특별이율을 적용합니다. ② 수수료 면제 서비스 전월 중이 통장에서 KB국민카드(신용/체크/KB국민비씨카드 포함) 결제실적이 있는 경우 이번 달 11일부터 다음 달 10일까지 전자금융(인터넷뱅킹, 폰뱅킹, 모바일뱅킹)의 이체 수수료(다른 은행으로 보낼 때)와 KB국민은행 자동화기기 시간외 출금수수료를 면제합니다. 이때 면제 횟수는 제한이 없습니다. 단, 이 통장의 신규(또는 전환)일부터 다음 다음 달 10일까지는 은행 거래실적에 관계없이 면제"
9,20,국민은행,예적금,「KB Young Youth 통장」 특약,제5조,,"에서 정한 이율(이하 “이 통장의 이율”이라 함)을 적용합니다. ② 이 통장에서 다른 예금으로 전환한 경우에는 전환일이 속한 결산기에 대해서는 이 통장의 이율을 적용하고, 그 다음 결산기부터 전환된 예금의 이율을 적용합니다.","국민은행 기타 「KB Young Youth 통장」 특약 제5조 에서 정한 이율(이하 “이 통장의 이율”이라 함)을 적용합니다. ② 이 통장에서 다른 예금으로 전환한 경우에는 전환일이 속한 결산기에 대해서는 이 통장의 이율을 적용하고, 그 다음 결산기부터 전환된 예금의 이율을 적용합니다."
10,20,국민은행,예적금,「KB Young Youth 통장」 특약,8,명의변경,"이 예금은 상속, 양도에 의한 명의변경이 불가합니다.","국민은행 기타 「KB Young Youth 통장」 특약 8 명의변경 이 예금은 상속, 양도에 의한 명의변경이 불가합니다."
11,20,국민은행,예적금,「KB Young Youth 통장」 특약,9,거래방법,이 통장의 신규는 영업점 및 KB스타뱅킹을 통해 가능합니다. 이 통장의 해지는 영업점을 통해 가능합니다.,국민은행 기타 「KB Young Youth 통장」 특약 9 거래방법 이 통장의 신규는 영업점 및 KB스타뱅킹을 통해 가능합니다. 이 통장의 해지는 영업점을 통해 가능합니다.
1,21,국민은행,예적금,「KB able Plus통장」 특약,1,적용범위 및 용어의 정의,"① KB able Plus통장(이하 “이 통장”이라 합니다) 거래는 이 특약을 적용하며, 이 특약에서 정하지 않은 사항은 예금거래기본약관 및 입출금이자유로운 예금약관을 적용합니다. ② 본 특약에서 “위탁증거금”이라 함은, 이 통장의 예금잔액 중 증권거래계좌와 관련하여 가입자가 증권사에 매수거래를 위탁한 때 증권사의 요청에 의해 이체 시까지 지급 정지한 자금을 말하는 것으로, 현금증거금만을 의미하며 재사용분 및 대용분을 제외합니다.","국민은행 기타 「KB able Plus통장」 특약 1 적용범위 및 용어의 정의 ① KB able Plus통장(이하 “이 통장”이라 합니다) 거래는 이 특약을 적용하며, 이 특약에서 정하지 않은 사항은 예금거래기본약관 및 입출금이자유로운 예금약관을 적용합니다. ② 본 특약에서 “위탁증거금”이라 함은, 이 통장의 예금잔액 중 증권거래계좌와 관련하여 가입자가 증권사에 매수거래를 위탁한 때 증권사의 요청에 의해 이체 시까지 지급 정지한 자금을 말하는 것으로, 현금증거금만을 의미하며 재사용분 및 대용분을 제외합니다."
2,21,국민은행,예적금,「KB able Plus통장」 특약,2,가입대상,이 통장의 가입대상은 거주자로서 국민인 실명의 개인으로 합니다.,국민은행 기타 「KB able Plus통장」 특약 2 가입대상 이 통장의 가입대상은 거주자로서 국민인 실명의 개인으로 합니다.
3,21,국민은행,예적금,「KB able Plus통장」 특약,3,예금과목,"이 통장의 예금과목은 보통예금, 저축예금으로 합니다.","국민은행 기타 「KB able Plus통장」 특약 3 예금과목 이 통장의 예금과목은 보통예금, 저축예금으로 합니다."
4,21,국민은행,예적금,「KB able Plus통장」 특약,4,적용이율,이 통장의 적용이율은 결산일 현재 영업점에 고시한 예금과목별 기본이율을 적용합니다.,국민은행 기타 「KB able Plus통장」 특약 4 적용이율 이 통장의 적용이율은 결산일 현재 영업점에 고시한 예금과목별 기본이율을 적용합니다.
5,21,국민은행,예적금,「KB able Plus통장」 특약,5,예금의 구성 및 운용,"① 이 통장은 증권사의 증권거래계좌 및 CMA계좌와 함께 구성됩니다. ② 이 통장 및 증권거래계좌의 명의는 동일하여야 하며 신규 개설 시 최초 입금액은 제한이 없습니다. ③ 이 통장을 해지하거나 다른 통장으로 전환하는 경우에는 증권거래계좌 및 CMA계좌를 함께 해지하여야 하며, 증권거래계좌에 위탁증거금 등 권리관계가 존재하여 해지할 수 없는 사유가 발생한 경우에는 해지조건이 완성된 후이 통장을 해지(또는 전환)합니다. ④ 이 통장은 통장자동대출(한도거래) 계좌로 사용할 수 없습니다.","국민은행 기타 「KB able Plus통장」 특약 5 예금의 구성 및 운용 ① 이 통장은 증권사의 증권거래계좌 및 CMA계좌와 함께 구성됩니다. ② 이 통장 및 증권거래계좌의 명의는 동일하여야 하며 신규 개설 시 최초 입금액은 제한이 없습니다. ③ 이 통장을 해지하거나 다른 통장으로 전환하는 경우에는 증권거래계좌 및 CMA계좌를 함께 해지하여야 하며, 증권거래계좌에 위탁증거금 등 권리관계가 존재하여 해지할 수 없는 사유가 발생한 경우에는 해지조건이 완성된 후이 통장을 해지(또는 전환)합니다. ④ 이 통장은 통장자동대출(한도거래) 계좌로 사용할 수 없습니다."
6,21,국민은행,예적금,「KB able Plus통장」 특약,6,증권관련자금 등의 정산,"① 증권의 매수 및 청약 등에 의한 자금은 이 통장계좌를 통하여 정산되며, 이때 통장이나 지급청구서 없이 증권거래계좌로 이체합니다. ② 증권의 매도 등 증권거래계좌의 출금 가능한 자금은 즉시 이 통장으로 이체합니다.","국민은행 기타 「KB able Plus통장」 특약 6 증권관련자금 등의 정산 ① 증권의 매수 및 청약 등에 의한 자금은 이 통장계좌를 통하여 정산되며, 이때 통장이나 지급청구서 없이 증권거래계좌로 이체합니다. ② 증권의 매도 등 증권거래계좌의 출금 가능한 자금은 즉시 이 통장으로 이체합니다."
7,21,국민은행,예적금,「KB able Plus통장」 특약,제6조,,"의 지급요청 금액에 미달되면 잔액 범위 내에서 지급하며, 부족자금이 입금되면 증권사의 요청에 따라 해당 금액을 지급합니다.","국민은행 기타 「KB able Plus통장」 특약 제6조 의 지급요청 금액에 미달되면 잔액 범위 내에서 지급하며, 부족자금이 입금되면 증권사의 요청에 따라 해당 금액을 지급합니다."
8,21,국민은행,예적금,「KB able Plus통장」 특약,8,증권매수자금 등의 지급정지,이 통장의 잔액 중 증권거래계좌와 관련하여 이 통장 가입자가 증권사에 매수거래 등을 위탁한 때 이에 해당하는 자금(증권매수자금)중 위탁증거금은 증권사의 요청에 의해 이체 시까지 지급 정지합니다.,국민은행 기타 「KB able Plus통장」 특약 8 증권매수자금 등의 지급정지 이 통장의 잔액 중 증권거래계좌와 관련하여 이 통장 가입자가 증권사에 매수거래 등을 위탁한 때 이에 해당하는 자금(증권매수자금)중 위탁증거금은 증권사의 요청에 의해 이체 시까지 지급 정지합니다.
9,21,국민은행,예적금,「KB able Plus통장」 특약,9,금융거래정보 등의 제공,이 통장 가입자는 은행이 이 통장과 관련된 금융거래정보 등을 증권사에 제공하는 것에 동의하며 증권거래계좌 개설에 따른 실명확인은 은행이 대행합니다.,국민은행 기타 「KB able Plus통장」 특약 9 금융거래정보 등의 제공 이 통장 가입자는 은행이 이 통장과 관련된 금융거래정보 등을 증권사에 제공하는 것에 동의하며 증권거래계좌 개설에 따른 실명확인은 은행이 대행합니다.
10,21,국민은행,예적금,「KB able Plus통장」 특약,10,수수료면제 서비스,"이 통장 가입고객에게는 은행거래실적에 따라 수수료면제 서비스가 제공됩니다. 실적 발생 및 수수료면제는 이 통장 기준이며, 수수료면제 잔여횟수는 이월되지 않습니다. ① 면제조건: 전월 중이 통장에서 아래 항목 중 하나 이상의 실적이 발생된 경우 ② 면제기간: 이번 달 11일부터 다음 달 10일까지 ③ 면제대상 수수료 및 면제횟수 ④ 이 통장의 신규(전환)일로부터 다음 다음 달 10일까지는 면제조건에 관계 없이 수수료면제 서비스를 제공합니다.","국민은행 기타 「KB able Plus통장」 특약 10 수수료면제 서비스 이 통장 가입고객에게는 은행거래실적에 따라 수수료면제 서비스가 제공됩니다. 실적 발생 및 수수료면제는 이 통장 기준이며, 수수료면제 잔여횟수는 이월되지 않습니다. ① 면제조건: 전월 중이 통장에서 아래 항목 중 하나 이상의 실적이 발생된 경우 ② 면제기간: 이번 달 11일부터 다음 달 10일까지 ③ 면제대상 수수료 및 면제횟수 ④ 이 통장의 신규(전환)일로부터 다음 다음 달 10일까지는 면제조건에 관계 없이 수수료면제 서비스를 제공합니다."
1,22,국민은행,예적금,「KB 가맹점우대적금」특약,1,적용범위,KB가맹점우대적금(이하 '이 적금'이라 함)거래는 이 특약을 적용하며 이 특약에서 정하지 아니한 사항은 예금거래기본약관 및 적립식예금약관을 적용합니다.,국민은행 예/적금 「KB 가맹점우대적금」특약 1 적용범위 KB가맹점우대적금(이하 '이 적금'이라 함)거래는 이 특약을 적용하며 이 특약에서 정하지 아니한 사항은 예금거래기본약관 및 적립식예금약관을 적용합니다.
2,22,국민은행,예적금,「KB 가맹점우대적금」특약,2,가입대상,"① 이 적금의 가입대상은 만 14세 이상의 실명의 개인(개인사업자 포함), 법인, 임의단체로 합니다. (단, 금융기관은 제외) ② 이 적금은 1인(업체) 당 최대 5계좌까지 가입 가능합니다.","국민은행 예/적금 「KB 가맹점우대적금」특약 2 가입대상 ① 이 적금의 가입대상은 만 14세 이상의 실명의 개인(개인사업자 포함), 법인, 임의단체로 합니다. (단, 금융기관은 제외) ② 이 적금은 1인(업체) 당 최대 5계좌까지 가입 가능합니다."
3,22,국민은행,예적금,「KB 가맹점우대적금」특약,3,예금과목 및 계약기간,이 적금의 예금과목은 정기적금으로 하며 계약기간은 6개월 이상 36개월 이내 월 단위 또는 일 단위로 합니다.,국민은행 예/적금 「KB 가맹점우대적금」특약 3 예금과목 및 계약기간 이 적금의 예금과목은 정기적금으로 하며 계약기간은 6개월 이상 36개월 이내 월 단위 또는 일 단위로 합니다.
4,22,국민은행,예적금,「KB 가맹점우대적금」특약,4,저축방법 및 저축한도,"이 적금은 초회 1만원 이상 2회차 이후 1천원이상 원단위로 월 1천만원이내에서 만기일 1개월 전까지 저축할 수 있습니다. 단, 계약기간의 2/3가 경과한 이후에는 이미 적립한 금액의 2/3를 초과하여 입금은 할수 없습니다.","국민은행 예/적금 「KB 가맹점우대적금」특약 4 저축방법 및 저축한도 이 적금은 초회 1만원 이상 2회차 이후 1천원이상 원단위로 월 1천만원이내에서 만기일 1개월 전까지 저축할 수 있습니다. 단, 계약기간의 2/3가 경과한 이후에는 이미 적립한 금액의 2/3를 초과하여 입금은 할수 없습니다."
5,22,국민은행,예적금,「KB 가맹점우대적금」특약,5,이  자,① 이 적금의 이자는 저축금마다 입금일부터 만기일 전( )일까지의 기간에 대해 가입일 당시 영업점 및 KB국민은행 홈페이지에 게시한 이율 (이하 ‘기본이율’이라 합니다) 로 셈하여 원금과 함께 지급합니다. ② 거래처가 만기일 전에 지급 청구한 때에는 저축금마다 입금일부터 지급일 전날까지의 기간에 대해 가입일 당시 영업점에 게시한 중도해지이율로 셈한 이자를 원금에 더하여 지급합니다. ③ 거래처가 만기일 후 지급 청구한 때에는 만기지급액에 만기일부터 지급일 전날까지 기간에 대해 가입일 당시 영업점에 게시한 만기 후 이율로 셈한 이자를 더하여 지급합니다.,국민은행 예/적금 「KB 가맹점우대적금」특약 5 이  자 ① 이 적금의 이자는 저축금마다 입금일부터 만기일 전( )일까지의 기간에 대해 가입일 당시 영업점 및 KB국민은행 홈페이지에 게시한 이율 (이하 ‘기본이율’이라 합니다) 로 셈하여 원금과 함께 지급합니다. ② 거래처가 만기일 전에 지급 청구한 때에는 저축금마다 입금일부터 지급일 전날까지의 기간에 대해 가입일 당시 영업점에 게시한 중도해지이율로 셈한 이자를 원금에 더하여 지급합니다. ③ 거래처가 만기일 후 지급 청구한 때에는 만기지급액에 만기일부터 지급일 전날까지 기간에 대해 가입일 당시 영업점에 게시한 만기 후 이율로 셈한 이자를 더하여 지급합니다.
6,22,국민은행,예적금,「KB 가맹점우대적금」특약,6,우대이율,"이 적금은 가맹점결제계좌, KB국민카드, 사업성공 우대이율을 제공합니다. 단, 모든 우대이율은 만기해지 계좌에 대하여 계약기간 동안 신규가입일 당시 영업점 및 KB국민은행 홈페이지에 게시한 이율을 적용합니다. 신규일로부터 3개월이 되는 날이 속한 달에 KB국민은행 가맹점결제계좌 계좌로 KB국민카드(KB국민비씨카드 포함) 가맹점 대금 우대이율 이체실적(공동망 가맹점 매입분 포함)이 있는 경우 신규일로부터 3개월이 되는 날이 속한 달에 30만원 이상의 KB국민카드 주 KB국민카드(신용/체크, 개인/기업, KB국민비씨카드 포함) 이용실적 우대이율 (매입전표만 인정)이 있는 경우 사업성공 우대이율 만기해지시 적립금액(이자금액은 제외)이 1천만원 이상인 경우 주가족카드이용실적은본인회원의실적에합하여계산하고본인회원적금가입시만우대이율을적용함. ,","국민은행 예/적금 「KB 가맹점우대적금」특약 6 우대이율 이 적금은 가맹점결제계좌, KB국민카드, 사업성공 우대이율을 제공합니다. 단, 모든 우대이율은 만기해지 계좌에 대하여 계약기간 동안 신규가입일 당시 영업점 및 KB국민은행 홈페이지에 게시한 이율을 적용합니다. 신규일로부터 3개월이 되는 날이 속한 달에 KB국민은행 가맹점결제계좌 계좌로 KB국민카드(KB국민비씨카드 포함) 가맹점 대금 우대이율 이체실적(공동망 가맹점 매입분 포함)이 있는 경우 신규일로부터 3개월이 되는 날이 속한 달에 30만원 이상의 KB국민카드 주 KB국민카드(신용/체크, 개인/기업, KB국민비씨카드 포함) 이용실적 우대이율 (매입전표만 인정)이 있는 경우 사업성공 우대이율 만기해지시 적립금액(이자금액은 제외)이 1천만원 이상인 경우 주가족카드이용실적은본인회원의실적에합하여계산하고본인회원적금가입시만우대이율을적용함. ,"
7,22,국민은행,예적금,「KB 가맹점우대적금」특약,제6조,,에서 정하는 우대이율은 적용하지 않습니다.,국민은행 예/적금 「KB 가맹점우대적금」특약 제6조 에서 정하는 우대이율은 적용하지 않습니다.
8,22,국민은행,예적금,「KB 가맹점우대적금」특약,8,부가서비스 (내맘대로 자동이체 서비스),"아래 ① 과 ② 중 선택하여 자동이체 신청이 가능하며, ①과 ②를 중복하여 신청은 할수 없습니다. ① 매영업일 이체 ② 최대 6개(예:5일,10일,15일,20일,25일,30일)까지 개별일 이체 ③ ① 을 신청한 계좌만 KB국민은행 결제계좌로 당일 영업시간내에 입금된 KB국민카드 가맹점 대금 중 고객이 신청한 비율에 해당되는 금액으로 이체가 가능합니다. ④ 이 약관에서 정하지 아니한 사항은 계좌간 자동이체 약관 (KB국민은행 홈페이지에서 확인할 수 있습니다.) 에서 정하는 바에 따릅니다.","국민은행 예/적금 「KB 가맹점우대적금」특약 8 부가서비스 (내맘대로 자동이체 서비스) 아래 ① 과 ② 중 선택하여 자동이체 신청이 가능하며, ①과 ②를 중복하여 신청은 할수 없습니다. ① 매영업일 이체 ② 최대 6개(예:5일,10일,15일,20일,25일,30일)까지 개별일 이체 ③ ① 을 신청한 계좌만 KB국민은행 결제계좌로 당일 영업시간내에 입금된 KB국민카드 가맹점 대금 중 고객이 신청한 비율에 해당되는 금액으로 이체가 가능합니다. ④ 이 약관에서 정하지 아니한 사항은 계좌간 자동이체 약관 (KB국민은행 홈페이지에서 확인할 수 있습니다.) 에서 정하는 바에 따릅니다."
