은행명,상품명,종류,상세종류,대출대상,대출조건,대출기간,대출한도
국민은행,오피스텔상가에대한중도금잔금대출준주택포함,대출,담보대출,분양,"오피스텔, 상가, 사무실, 노인복지주택 등을 분양 받아 분양계약서상 총 분양대금의 10 퍼센트 이상을 납입한 고객, 주택도시보증공사 주택자금대출보증서 담보인 경우에는 분양계약서상 총 분양대금의 5 퍼센트 이상을 납입한 고객",35년,후취담보 취득 시 예상대출가능금액 이내 분양가격담보인정비율-선순위 차감금액
국민은행,임대주택입주자특례보증전세자금대출,대출,담보대출,주택건설등록업자,"임차보증금 수도권 7억원 그 외 지역 5억원 이하인 임대차계약을 체결 하고 임차보증금의 5 퍼센트 이상을 지급한 민법상 성년인 세대주 중 공공주택사업자 및 한국주택금융공사가 인정한 임대사업자 임대목적물에 입주 예정 자로 당행 대출심사를 통과한 고객, 본인과 배우자 결혼예정자 포함 의 합산 주택수가 1주택 이내인 경우",2년,2억2천2백만원
국민은행,임대주택중도금대출,대출,담보대출,분양,분양전환 임대아파트에 대하여 임대분양계약을 체결한 고객 총 임대분양대금의 5 퍼센트 이상 계약금액 전액을 납부한 고객,14년,소요자금 이내
국민은행,장애인자립자금대출,대출,담보대출,장애인,거주지 구청장으로부터 융자추천을 받은 성년등록장애인,5년,5천만원
국민은행,주택담보대출채무조정전환제도,대출,담보대출,담보,대출신규일로부터 1년이상 경과된 가계주택담보대출 보유고객,30년,전환대출 신청시점의 대출잔액 범위 내
국민은행,주택리모델링개량자금대출,대출,담보대출,주택건설등록업자,"주택을 리모델링 증축, 수선 등 하기 위하여 건축허가 신고 또는 공사계약을 체결 한 고객",30년,"소요자금의 100 퍼센트 와 담보평가 및 소득금액, 담보물건지 지역 등에 따른 대출가능금액 중 작은 금액이내"
국민은행,주택신축자금대출,대출,담보대출,주택건설등록업자,건축허가 신고 등을 얻어 자기명의의 대지에 주택을 신축하고자 하는 고객,35년,소요자금의 100 퍼센트 이내
국민은행,주택자금대출,대출,담보대출,분양,"은행이 승인한 주택사업장의 수분양자, 조합원, 임차인 등",사업장별 승인사항에 따름,소요자금 이내
국민은행,토지분양자금대출,대출,담보대출,분양,"협약체결기관으로부터 단독주택용지, 근린생활시설용지, 상업용지 주차장, 주유소 등 포함 를 분양 받아 분양대금의 의무납부금액 10 30 퍼센트 이상을 납부하고 공사로부터 추천을 받은 개인 또는 개인사업예정자",8년,분양계약서 상 분양가격의 50 퍼센트 와 지역별 대지의 담보평가금액 중 작은 금액
국민은행,한국주택금융공사U-보금자리론,대출,담보대출,부부,"민법상 성년으로 무주택자 채무자와 배우자 기준 로서 부부합산 연소득이 7천만원 이하인 대한민국 국민, 주민등록을 한 재외국민 및 외국국적동포",50년,3. 6억원
국민은행,한국주택금융공사아낌e-보금자리론,대출,담보대출,부부,"민법상 성년으로 무주택자 채무자와 배우자 기준 로서 부부합산 연소득이 7천만원 이하인 대한민국 국민, 주민등록을 한 재외국민 및 외국국적동포",50년,3. 6억원
국민은행,KB4대연금신용대출,대출,신용대출,근로소득자,"개인신용평가시스템 CSS 에 의해 대출적격자로 판정된 고객으로 직군별 재직기간 기준을 충족하고, 소득증빙이 가능한 직장인",10년,3. 5억원
국민은행,KBSTARCLUB신용대출,대출,신용대출,개인,KB 국민은행과 거래하는 베스트 이상의 STAR CLUB 고객으로서 대출적격자로 판정된 고객,10년,2. 5억원
국민은행,KBi-star직장인신용대출본부승인대출,대출,신용대출,임직원,우량업체 신용대출 대상기업에 재직중인 임직원,업체별 승인기간 이내,업체별 승인내용에 의하여 결정
국민은행,KB개인사업자리스타트대출,대출,신용대출,폐업,전환대상 대출 포함 휴 폐업 사업자 관련 SOHO대출을 전액 상환할 수 있는 고객,11년,1억원
국민은행,KB공무원우대대출,대출,신용대출,군인,"공무원 연금법 적용 현직 공무원 군무원포함, 현역 군인 및 사립학교 교직원 제외 으로서 연금취급기관장이 발급하는 금융기관 알선대출 융자추천서에 의해 대출을 신청하는 고객으로서 개인신용평가시스템 CSS 에 의해 대출적격자로 판정된 고객",10년,5천만원
국민은행,KB국민ONE대출,대출,신용대출,개인,"당행 1년이상 거래고객 고객정보등록일 기준 중 거래실적 우수고객, KB국민ONE통장가입고객 중 거래실적 우수고객으로 다음 거래 조건을 모두 충족하는 고객",10년,2천만
국민은행,KB국민희망대출제2금융권대환,대출,신용대출,근로소득자,"개인신용평가시스템 CSS 에 의해 대출적격자로 판정된 고객으로 다음에 모두 해당하고, 제2금융권 비은행업권 신용대출을 대환하고자 하는 고객, 제2금융권 비은행업권 신용대출 보유 고객, 재직기간 1년 이상 전직장 재직기간 포함 인 근로소득자 계약직 상용직 포함, 일용소득자 제외 로 연소득 2천4백만원 이상인 고객",10년,1억원
국민은행,KB급여이체신용대출,대출,신용대출,근로소득자,"개인신용평가 CSS 에 의해 대출적격자로 판정된 고객 중 대출신청일 현재 동일직장 1년 이상 재직 중이며, KB국민은행과 급여이체 대행계약을 체결한 업체로부터 대출신청월 또는 직전 월 기준 현재 1회 이상 급여이체 실적이 있는 고객",10년,1억5천만원
국민은행,KB사업자든든신용대출,대출,신용대출,개인사업자,"사업자등록증을 소지하고 현재 사업을 영위하고 있는 자영업자, 사업소득원천징수 대상자 보험설계사, 자동차딜러, 학습지교사, 프리랜서, 직업운동가 등",5년,1억
국민은행,KB사잇돌중금리대출,대출,신용대출,개인,"서울보증보험 주 의 보험증권 발급이 가능한 급여소득자, 사업소득자, 공적연금소득자 중 아래 기준을 충족하고 증빙서류 제출이 가능한 개인고객",5년,2천만
국민은행,KB새희망홀씨Ⅱ,대출,신용대출,개인,"개인신용평가시스템 CSS 에 의해 대출적격자로 판정된 국내거주 국민으로서 연간소득 40백만원 이하 다만, 개인신용평점 하위 20 퍼센트 이하인 경우에는 연간소득 50백만원 이하 이고 다음 각 항목 중 하나에 해당하는 고객",7년,3천5만
국민은행,KB제휴대환신용대출,대출,신용대출,개인,한국씨티은행 개인 신용대출을 이용중인 고객,5년,한국씨티은행 보유 개인 신용대출 잔액 종합통장자동대출은 약정한도금액
국민은행,KB징검다리론,대출,신용대출,개인,"대출신청일 현재 4대 서민금융상품 KB새희망홀씨 긴급생계자금 제외, KB바꿔드림론, 햇살론, 미소금융 을 성실하게 상환한 고객 중 소득서류제출이 가능하고 1 4대 서민금융상품을 성실상환 후 완제하거나, 2년 이상 대출금액의 75 퍼센트 계좌기준 이상을 성실상환중인 고객, 2 대출신청일 기준 개인신용평점 하위 20 퍼센트 이상 고객 모두 해당하는 고객",5년,3천만
국민은행,KB처음EASY신용대출,대출,신용대출,개인,"만 19세 이상의 재직 또는 사업기간이 3개월 이상 1년 미만 현재 직장 사업장 기준 또는 최근 3개월 소득발생자 또는 최근 3개월 국민연금 건강보험료 납부자 조건을 모두 만족하는 직장인 사회초년생, 초기사업가, 사업소득원천징수대상자, 아르바이트생, 재직 또는 사업사실 확인이 불가한 고객 전업주부, 은퇴자 등",10년,1천만
국민은행,KB폐업지원대환대출보증Ⅱ,대출,신용대출,개인사업자,국민은행에서 사업자대출 지역신용보증재단 보증서대출 을 이용중인 개인사업자로서 모든 사업장을 폐업한 고객,7년,대환대상 기업대출 잔액 이내
국민은행,KB폐업지원대환대출신용Ⅱ,대출,신용대출,개인사업자,국민은행에서 사업자대출 신용대출 을 이용중인 개인사업자로서 모든 사업장을 폐업하거나 폐업 예정인 고객,30년,대환대상 기업대출 잔액 이내
국민은행,KB햇살론15,대출,신용대출,개인,"직업 및 소득이 있으며 서민금융진흥원 신용보증서 발급이 가능한 만 19세 이상으로, 연소득 3천5백만원 이하 신용평점 무관 또는 개인신용평점 하위 20 퍼센트 이하이고 연소득 4천5백만원 이하",3년 또는 5년,1천4백만원
국민은행,KB햇살론뱅크,대출,신용대출,개인,정책서민금융상품을 성실하게 상환한 고객 중 부채가 감소하거나 신용도가 개선된 고객으로서 다음 어느 하나에 해당하고 서민금융진흥원 신용보증서 발급이 가능한 만 19세 이상인 1 연소득이 3천5백만원 이하 신용평점 무관 또는 2 개인신용평점 하위 20 퍼센트 이하 이고 연소득 4천5백만원 이하인 고객,3년 또는 5년,2천5백만원
국민은행,KB나라사랑대출일반자금,대출,신용대출,군인,"국가보훈부로부터 전자문서로 대출 추천을 받은 국가유공자, 장기복무 10년이상 복무 한 제대군인 고객",2년,대출금액은 국가보훈부 추천금액과 대출가능금액 중 작은 금액 보증 종류별 보증 한도 2억원에서 기 임대보증금반환자금보증잔액을 제외한 금액 소요 자금별 보증 한도 다음 세 가지 항목 중 가장 적은 금액으로 결정됩니다. 임대보증금의 30 퍼센트 주택가격 X 60 퍼센트 5천만원 - 선순위채권액 임대인 반환 예정 임대보증금 주택당 보증 한도 5천만원에서 동일 목적물 기 임대보증금반환보증잔액을 제외한 금액
국민은행,KB닥터론,대출,신용대출,전문직,"근로소득 또는 사업소득이 있는 현직의사 전문의, 레지던트, 인턴, 군의관, 공중보건의 포함, 한의사, 치과의사, 또는 개업예정의 의사, 한의사, 치과의사, 의대본과 4학년 및 의사면허합격자 치의대, 한의대 포함 로서 개인신용평가시스템 CSS 에 의해 대출적격자로 판정된 고객",10년,4억원
국민은행,KB로이어론,대출,신용대출,전문직,"근로소득 또는 사업소득이 있는 현직변호사, 판사, 검사, 군법무관 또는 사법연수원생으로서 개인신용평가시스템 CSS 에 의해 대출적격자로 판정된 고객",10년,4억원
국민은행,KB사립학교교직원우대대출,대출,신용대출,전문직,사립학교교직원 연금법 적용 현직 정규직 교직원 교원 또는 사무직원 으로서 연금공단이 발급하는 퇴직시급여예상액확인서에 의해 대출을 신청하는 고객 중 다른 금융기관 농협에 에 협약대출 미보유자로 개인신용평가시스템 CSS 에 의한 부실징후 또는 CSS 8 9등급 중 다중채무자에 해당하지 않는 고객,10년,3천만
국민은행,KB새희망홀씨긴급생계자금,대출,신용대출,개인,개인신용평가시스템 CSS 에 의해 대출적격자로 판정된 국내거주 국민으로서 1 KB새희망홀씨 KB새희망홀씨 대출을 1년 이상 성실상환 중인 고객 중 최근 1년간 누적 연체일수가 10일 이하인 고객,5년,5백만원
국민은행,KB스타신용대출갈아타기,대출,신용대출,근로소득자,"개인신용평가시스템 CSS 에 의해 대출적격자로 판정된 고객으로 직군별 재직기간 기준을 충족하고, 소득증빙이 가능한 직장인",10년,3. 5억원
국민은행,KB스타신용대출신규,대출,신용대출,근로소득자,"개인신용평가시스템 CSS 에 의해 대출적격자로 판정된 고객으로 직군별 재직기간 기준을 충족하고, 소득증빙이 가능한 직장인",10년,3. 5억원
국민은행,KB스타신용대출신규Ⅱ,대출,신용대출,근로소득자,"개인신용평가시스템 CSS 에 의해 대출적격자로 판정된 고객으로 직군별 재직기간 기준을 충족하고, 소득증빙이 가능한 직장인",10년,3. 5억원
국민은행,KT관련재직직원에대한대출,대출,신용대출,임직원,"KT, KT DS, KT CLOUD, KT NETCORE, KT PM 임직원으로 개인신용평가시스템 CSS 에 의해 대출적격자로 판정된 고객",1년,2억원
국민은행,공무원연금수급권자신용대출,대출,신용대출,공무원,"공무원 퇴직연금 유족, 장해연금 포함 을 매월 1회 이상 국민은행 계좌를통해수령하고, 개인신용평가시스템 CSS 에 의해 대출적격자로 판정된 고객",10년,3천만원
국민은행,군인생활안정자금대출KBi-STAR군인생활안정자금,대출,신용대출,군인,3년이상 복무한 중사 이상의 현역군인 육군 해군 공군 해병대 으로 국군재정관리단장 발급 군인생활안정자금 대출추천서로 대출을 신청하는 고객,10년,8천만원
국민은행,신용대출장기분할상환전환제도,대출,신용대출,개인,개인신용평가시스템 CSS 등에 의해 산출된 의무상환금액 잔액 X 의무상환비율 최대 20 퍼센트 만큼을 상환한 신용관리정보 등록이 없는 고객,10년,전환대출 신청시점의 대출잔액
국민은행,에이스ACE전문직무보증대출,대출,신용대출,전문직,"일정한 국내자격증을 소지한 현직종사자로서 수의사, 약사, 공인회계사, 세무사, 관세사, 변리사, 기술사, 도선사, 건축사, 법무사, 감정평가사, 공인노무사, 손해사정인",10년,3억원
국민은행,채무조정프로그램,대출,신용대출,개인,"3개월 90일 이상 잔액 연체중인 신용대출, 1개월 이내 대출만기도래 신용대출 또는 대출만기가 경과된 신용대출 계좌를 보유한 고객으로, 개인신용평가시스템 CSS 등에 의해 산출된 의무상환금액 잔액 X 의무상환비율 최대 20 퍼센트 만큼을 상환한 고객",10년,"신용대출 대출잔액 약정이자 연체이자 범위 내, 담보대출 채권최고액에서 기존계좌 대출잔액을 차감한 범위 내에서 아래와 같이 산정"
국민은행,휴폐업개인사업자신용대출에대한가계대출채무조정프,대출,신용대출,폐업,개인신용평가시스템 CSS 등에 의해 산출된 의무상환금액 잔액 X 의무상환비율 최대20 퍼센트 만큼 상환한 고객 신용관리대상자 포함 으로 전환대상 대출 포함 휴 폐업 사업자 관련 SOHO대출을 전액 상환할 수 있는 고객,10년,1억원
국민은행,내집마련디딤돌대출,대출,주택도시기금대출,분양계약자,"1. 대출신청일 현재 민법상 성년이며, 부양가족 있는 세대주 만 30세 이상은 단독세대주도 가능 또는 세대주로 인정되는 자로서, 세대주를 포함한 세대원 전원이 신청일 현재 무주택인 분 생애최초주택구입자는 생애 전 기간 무주택, 2. 최근년도 또는 최근 1년간 부부합산 연소득이 6천만원 이하인 분 생애최초 주택구입자 2자녀 미성년자 이상인 가구는 7천만원 이하, 생애최초로 주택을 구입하는 신혼가구 신혼가구 LH 신혼희망타운 분양계약자 중 만6세이하 자녀가 있는 혼인가구 포함 는 8천5백만원 이하, 3. 대출신청인 및 배우자의 합산 순자산가액이 통계청에서 발표하는 최근년도 가계금융복지조사결과의 소득 5분위별 자산 및 부채현황 중 소득 4분위 전체가구 평균값 기준 금액은 매년 변동 자산심사 기준은 국토교통부 주택도시기금포털 http nhuf. molit. go. kr 에서 확인가능 이하인 자오 3가지 조건 모두 만족한 고객",30년,2억
국민은행,버팀목전세자금대출,대출,주택도시기금대출,부부,"다음 4가지 조건 모두 만족한 고객 1. 대출신청일 현재 민법상 성년인 세대주 또는 세대주로 인정되는 자, 2. 대출신청일 현재 세대주 예정자 를 포함한 세대원 예정자 전원이 무주택인 고객, 3. 최근년도 또는 최근 1년간 부부합산 총소득이 5천만원 이하인 고객, 3. 최근년도 또는 최근 1년간 부부합산 총소득이 5천만원 이하인 고객, 4. 대출신청인 및 배우자의 합산 순자산가액이 통계청에서 발표하는 최근년도 가계금융복지조사의 소득 5분위별 자산 및 부채현황 중 소득 3분위 전체가구 평균값 기준 금액은 매년 변동 자산심사 기준은 국토교통부 주택도시기금포털 http nhuf. molit. go. kr 에서 확인가능 이하인 고객",10년,"임차보증금의 70 퍼센트 이내에서 호당 최고 수도권 1억 2천만원, 수도권 이외 지역 8천만원 이내"
국민은행,오피스텔구입자금대출,대출,주택도시기금대출,부부,"오피스텔 구입을 계획 중이며, 1. 대출신청일 현재 민법상 성년이며, 부양가족이 있는 세대주 만 30세 이상은 단독세대주도 가능, 만 30세 미만 미혼세대주는 직계존속 중 1인이상과 동일세대를 구성하는 경우 주민등록표 상 합가일이 6개월 이상인 자 또는 세대주로 인정되는 자로서 세대주를 포함한 세대원 전원이 무주택인 자, 2. 최근년도 또는 최근 1년간 부부합산 총소득이 6천만원 이하인 자, 3. 대출신청인 및 배우자의 합산 순자산가액이 통계청에서 발표하는 최근년도 가계금융복지조사결과의 소득 5분위별 자산 및 부채현황 중 소득 4분위 전체가구 평균값 기준 금액은 매년 변동 자산심사 기준은 국토교통부 주택도시기금포털 http nhuf. molit. go. kr 에서 확인가능 이하인 자로 조건을 모두 만족한 고객",20년,소요자금 및 담보평가 금액 이내에서 호당 최고 7천만원이내 다자녀가구 7천5백만원 이내
국민은행,입주자앞대환대출,대출,주택도시기금대출,분양계약자,"1. 주택도시기금대출이 지원된 주택건설 사업주체로부터 대환대상자로 통보받은 자로 우선분양자, 일반분양자, 선착순 분양자 등 해당 주택의 적법한 분양계약자 대환대출 기본자격 또는 2. 대출신청일 현재 민법상 성년이며, 부양가족 있는 세대주 만 30세이상은 단독세대주도 가능 또는 세대주로 인정되는 자로서 세대주를 포함한 세대원 전원이 신청일 현재 무주택인 분 생애최초 주택구입자 생애 전 기간 무주택 이면서 최근년도 또는 최근 1년간 부부합산 총소득이 6천만원인 이하인 고객 생애최초주택구입자 2자녀 미성년자 이상 가구는 7천만원 이하, 신혼가구는 8천5백만원 이하 으로 해당 주택의 적법한 분양계약자로서 아래 내집마련 디딤돌대출 조건을 충족하는 고객",20년,사업주체에게 세대별로 지원된 사업자대출 호당대출잔액 범위 내
국민은행,주거안정월세대출,대출,주택도시기금대출,부부,"대출신청일 현재 세대주를 포함한 세대원 예정자 전원이 무주택인 세대주주 대출신청인 및 배우자의 합산 순자산가액이 통계청에서 발표하는 최근년도가계금융 복지조사의 소득 5분위별 자산 및 부채현황 중 소득 3분위 전체가구 평균값 기준 금액은 매년 변동 자산심사 기준은 국토교통부 주택도시기금포털 http nhuf. molit. go. kr 에서 확인가능 이하인 자로서, 1 취업준비생 부모와 따로 거주하는 자 또는 독립하려고 하는 자 중 대출신청일 현재 만 35세 이하의 무소득자로서 최근년도 부모 연소득이 6천만원 이하인 고객, 2 희망키움통장 가입자, 3 근로 자녀장려금 수급자 대출신청일 기준 최근 1년 이내 근로 자녀장려금 수급사실이 인정되는 수급자 중 세대주 세대주로 인정되는 자 포함 인 고객, 4 사회초년생 취업 후 5년 이내 대출신청일 현재 만 35세 이하로서 최근년도 부부합산 연소득이 4천만원 이하인 고객, 5 주거급여 수급자 대출신청일 현재 주거급여 수급자 중 세대주 세대주로 인정되는 자 포함 인 고객, 3 일반형 최근년도 부부합산 연소득 5천만원 이하로서 우대형에 해당하지 않는 고객으로 상기 3가지 조건에 해당하는 고객",10년,"1, 440만원 매월 60만원 이내"
국민은행,주거안정주택구입자금대출,대출,주택도시기금대출,부부,"주택 구입을 계획중이며, 다음의 요건을 모두 구비한 고객 1. 대출신청일 현재 민법상 성년이며, 부양가족이 있는 세대주 만 30세 이상은 단독세대주도 가능, 만 30세 미만 미혼세대주는 직계존속과 1인이상과 동일세대를 구성하는 경우 주민등록표상 합가일이 6개월 이상인 자 또는 세대주로 인정되는 자로서 세대주를 포함한 세대원 전원이 무주택인 자, 2. 최근년도 또는 최근 1년간 부부합산 총소득이 6천만원 이하인 자, 3. 대출신청인 및 배우자의 합산 순자산가액이 통계청에서 발표하는 최근년도 가계금융복지조사결과의 소득 5분위별 자산 및 부채현황 중 소득 4분위 전체가구 평균값 기준 금액은 매년 변동 자산심사 기준은 국토교통부 주택도시기금포털 http nhuf. molit. go. kr 에서 확인가능 이하인 자",30년,2억원
국민은행,청년전용버팀목전월세대출,대출,주택도시기금대출,부부,"부동산 중개업소를 통하여 임차보증금 6천 5백만원 이하 및 월세금 70만원 이하인 주택임대차계약 보증부 월세계약 을 체결하여 임차보증금의 5 퍼센트 이상 지불하고, 1. 대출신청일 현재 만 34세 이하인 단독세대주 단독세대주 예정자 포함 로서 무주택인 고객 단독세대주 예정자 자격인 경우 임차목적물에 반드시 단독세대주로 전입해야 함 2. 최근년도 또는 최근 1년간 연소득이 5천만원 이하인 고객 배우자가 있는 경우 부부합산 기준 3. 대출신청인 및 배우자의 합산 순자산가액이 통계청에서 발표하는 최근년도 가계금융복지조사의 소득 5분위별 자산 및 부채현황중 소득 3분위 전체가구 평균값 기준 금액은 매년 변동 자산심사 기준은 국토교통부 주택도시기금포털 http nhuf. molit. go. kr 에서 확인가능 이하인 조건을 모두 만족한 고객",10년,임차보증금 대출과 월세금 대출의 합계액이 5천 2백만원 이내 임차보증금의 80 퍼센트 이내
국민은행,청년전용버팀목전세자금대출,대출,주택도시기금대출,부부,"만 19세 34세 이하의 세대주 및 세대주예정자로 주택임대차계약을 체결하여 임차보증금의 5 퍼센트 이상 지불하고, 1. 대출신청일 현재 민법상 성년인 세대주 세대주 예정자 포함 또는 세대주로 인정되는 자로서 세대주 예정자 를 포함한 세대원 예정자 전원이 무주택인 고객, 2. 최근년도 또는 최근 1년간 부부합산 총소득이 5천만원 이하인 고객, 3. 대출신청인 및 배우자의 합산 순자산가액이 통계청에서 발표하는 최근년도 가계금융복지조사의 소득 5분위별 자산 및 부채현황 중 소득 3분위 전체가구 평균값 기준 금액은 매년 변동 자산심사 기준은 국토교통부 주택도시기금포털 http nhuf. molit. go. kr 에서 확인가능 이하인 고객으로 상기 3가지 조건을 만족한 고객",10년,임차보증금의 80 퍼센트 이내에서 최고 1억 5천만원 이내
국민은행,KB비상금대출,대출,신용대출,개인,서울보증보험㈜의 개인금융신용보험증권 발급가능한 만19세 이상 내국인,1년,300만원
국민은행,KB군인연금협약대출,대출,신용대출,개인,"군인연금법에 의해 매월 당행 계좌로 연금을 수령하며, 개인신용평가시스템(CSS) 심사기준을 충족하는 고객",10년,2억원
국민은행,KB내맘대로마이너스통장,대출,신용대출,근로소득자,1년 이상 재직중인 직장인으로서 당행 신용평가등급(CSS) 1~4등급 이내,10년,1억원
